Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pihak Berelasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Liabilitas Keuangan Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Liabilitas Keuangan Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,87914853000.000000,131789866000.000000,26668716000.000000,105121150000.000000,131789866000.000000,271857000.000000,74310000.000000,197547000.000000,271857000.000000,31074835000.000000,3708826000.000000,254760237000.000000,,103329637000.000000,506667000.000000,372531000.000000,,427197901000.000000,531406736000.000000,786166973000.000000,,,201664337000.000000,,7632917000.000000,78451477000.000000,86084394000.000000,,185000000.000000,19935922000.000000,20120922000.000000,3036625000.000000,1040410000.000000,,,,630901000.000000,85366087000.000000,85996988000.000000,5384998000.000000,201664337000.000000,80865553000.000000,,,1242388000.000000,39749665000.000000,40992053000.000000,,8644932000.000000,31228568000.000000,80865553000.000000,282529890000.000000,,300000000.000000,,513022726000.000000,,,513022726000.000000,,-9685643000.000000,503637083000.000000,786166973000.000000,300.000000
12M 2021,,,136156518000.000000,126867181000.000000,21108941000.000000,105758240000.000000,126867181000.000000,1965945000.000000,157159000.000000,1808786000.000000,1965945000.000000,47705010000.000000,4826792000.000000,317521446000.000000,,262568523000.000000,426667000.000000,233367000.000000,,489971724000.000000,753200281000.000000,1070721727000.000000,,,220535196000.000000,,10044639000.000000,114261119000.000000,124305758000.000000,,1378065000.000000,10138434000.000000,11516499000.000000,17086957000.000000,961062000.000000,,,,714372000.000000,63710888000.000000,64425260000.000000,2239660000.000000,220535196000.000000,115274834000.000000,,,528016000.000000,70910144000.000000,71438160000.000000,10000000000.000000,2619730000.000000,31216944000.000000,115274834000.000000,335810030000.000000,,300000000.000000,,744802086000.000000,,,744802086000.000000,,-10190389000.000000,734911697000.000000,1070721727000.000000,300.000000
12M 2022,,,235966530000.000000,191521623000.000000,37043836000.000000,154477787000.000000,191521623000.000000,370801000.000000,293514000.000000,77287000.000000,370801000.000000,68010262000.000000,4775071000.000000,500644287000.000000,,324849193000.000000,346667000.000000,489642000.000000,6382370000.000000,773829681000.000000,1105897553000.000000,1606541840000.000000,,,364851948000.000000,,11215227000.000000,204276304000.000000,215491531000.000000,,1193767000.000000,22720801000.000000,23914568000.000000,32653339000.000000,1295923000.000000,25000000000.000000,,,528016000.000000,63078046000.000000,63606062000.000000,2890525000.000000,364851948000.000000,104670179000.000000,,,,63080623000.000000,63080623000.000000,,,41589556000.000000,104670179000.000000,469522127000.000000,,300000000.000000,,1146422868000.000000,,,1146422868000.000000,,-9703155000.000000,1137019713000.000000,1606541840000.000000,300.000000
12M 2023,,,537610744136.000000,325908183938.000000,37758862948.000000,288149320990.000000,325908183938.000000,10490576042.000000,457346496.000000,10033229546.000000,10490576042.000000,70389925518.000000,4369167607.000000,948768597241.000000,,626205079014.000000,266666667.000000,301190172.000000,8734126338.000000,969659493449.000000,1605166555640.000000,2553935152881.000000,,,490541101139.000000,,11646341215.000000,274714344898.000000,286360686113.000000,,461897597.000000,8165312083.000000,8627209680.000000,16605745019.000000,1386258706.000000,,,,,173918250692.000000,173918250692.000000,3642950929.000000,490541101139.000000,255883512711.000000,,,,218144743392.000000,218144743392.000000,,,37738769319.000000,255883512711.000000,746424613850.000000,,999960000000.000000,233094008789.000000,564668754553.000000,2508103909.000000,562160650644.000000,564668754553.000000,16234991647.000000,-6447215958.000000,1807510539031.000000,2553935152881.000000,16666000000.000000
12M 2024,,,372594770000.000000,426557448000.000000,52827236000.000000,373730212000.000000,426557448000.000000,802536000.000000,96519000.000000,706017000.000000,802536000.000000,86579720000.000000,4558226000.000000,891092700000.000000,,818857785000.000000,186667000.000000,394477000.000000,8320600000.000000,984551107000.000000,1812310636000.000000,2703403336000.000000,,,612469261000.000000,,10560033000.000000,368270398000.000000,378830431000.000000,,214277000.000000,11236264000.000000,11450541000.000000,10177771000.000000,879981000.000000,,,175001000.000000,,207700794000.000000,207875795000.000000,3254742000.000000,612469261000.000000,215757687000.000000,,248863000.000000,,170509364000.000000,170758227000.000000,,,44999460000.000000,215757687000.000000,828226948000.000000,,999960000000.000000,233094009000.000000,661393821000.000000,3853717000.000000,657540104000.000000,661393821000.000000,12378349000.000000,-31649791000.000000,1875176388000.000000,2703403336000.000000,16666000000.000000
