Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.05,1.02,0.0,6.37,0.0,0.0,-2.06,0.0,5.37
12M 2021,1.22,0.84,0.0,3.34,0.0,0.0,-0.49,0.0,2.34
12M 2022,6.16,5.0,0.0,1.19,0.0,0.0,-0.39,0.0,0.19
12M 2023,16.51,13.05,0.0,1.06,0.0,0.0,-0.27,0.0,0.06
12M 2024,2.18,0.85,0.22,1.99,0.0,0.0,0.11,0.11,0.98
