Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,33.71,,1.05
12M 2021,88.73,29.97,101.79,16.91,4.11,,12.18,,14.42,,1.86,,14.15,,1.22
12M 2022,77.69,52.73,60.15,70.27,4.7,,6.92,,18.7,,1.81,,1.59,,6.16
12M 2023,100.25,106.62,40.3,166.57,3.64,,3.42,,8.56,,0.89,,1.03,,16.51
12M 2024,63.28,394.78,212.75,245.31,,6.91,0.92,0.83,4.88,4.22,0.55,0.52,0.93,0.93,2.18
