Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(1 B),(2 B),(3 B),-1525111.39
12M 2021,6 B,(0 B),6 B,2800215.71
12M 2022,11 B,(1 B),10 B,14837.99
12M 2023,(32 B),(8 B),(40 B),-27.16
12M 2024,(42 B),(2 B),(44 B),-30.45
