Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tetap,Goodwill,Aset Tak Berwujud,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Others,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,8263465104.000000,,13091771184.000000,5901632286.000000,7190138898.000000,13091771184.000000,76519280.000000,76519280.000000,,76519280.000000,339288937.000000,751755183.000000,9444000.000000,22532243688.000000,,14754098.000000,,2938245578.000000,,,2952999676.000000,25485243364.000000,,,21421650986.000000,,5251298004.000000,3537462198.000000,8788760202.000000,,12248900003.000000,,,12248900003.000000,21087280.000000,362903501.000000,21421650986.000000,60808000.000000,,,,60808000.000000,60808000.000000,21482458986.000000,,2000000000.000000,,2008071218.000000,,2008071218.000000,2008071218.000000,,-5286840.000000,4002784378.000000,25485243364.000000,2000.000000
12M 2021,,,2764996525.000000,,6960524514.000000,1877023448.000000,5083501066.000000,6960524514.000000,1252186779.000000,1252186779.000000,,1252186779.000000,,5073442618.000000,96059012.000000,16147209448.000000,,10344802.000000,,2780485053.000000,,,2790829855.000000,18938039303.000000,,,13232864839.000000,,10910140061.000000,85085000.000000,10995225061.000000,,1150000000.000000,,,1150000000.000000,279020942.000000,808618836.000000,13232864839.000000,29177000.000000,,,,29177000.000000,29177000.000000,13262041839.000000,,2000000000.000000,,3681347484.000000,,3681347484.000000,3681347484.000000,,-5350020.000000,5675997464.000000,18938039303.000000,2000.000000
12M 2022,,,17803838628.000000,16793155.000000,21138670335.000000,7438153475.000000,13700516860.000000,21138670335.000000,247775010.000000,247775010.000000,,247775010.000000,,9272991264.000000,999267777.000000,49479336169.000000,,150229348.000000,,4279181473.000000,,,4429410821.000000,53908746990.000000,,,8037530937.000000,,2657943311.000000,2712471580.000000,5370414891.000000,,,,,,240833668.000000,2426282378.000000,8037530937.000000,578366000.000000,,,,578366000.000000,578366000.000000,8615896937.000000,,13000000000.000000,22344908640.000000,9956280393.000000,,9956280393.000000,9956280393.000000,,-8338980.000000,45292850053.000000,53908746990.000000,650000.000000
12M 2023,,,23404810006.000000,16751343.000000,14232303447.000000,9854399054.000000,4377904393.000000,14232303447.000000,537256776.000000,450877000.000000,86379776.000000,537256776.000000,,14022396426.000000,14623927317.000000,66837445315.000000,,296864969.000000,271905594.000000,10764608456.000000,2638310373.000000,9429375000.000000,23401064392.000000,90238509707.000000,,,4048065998.000000,,3196115481.000000,238000000.000000,3434115481.000000,,,,,,500891050.000000,113059467.000000,4048065998.000000,728824537.000000,,,,728824537.000000,728824537.000000,4776890535.000000,,58368000000.000000,15436836128.000000,11434442540.000000,1000000000.000000,10434442540.000000,11434442540.000000,83372984.000000,138967519.000000,85461619171.000000,90238509706.000000,1459200000.000000
12M 2024,,,9554902582.000000,,10915191244.000000,10744528744.000000,170662500.000000,10915191244.000000,27427335.000000,27427335.000000,,27427335.000000,,87865425912.000000,35834531132.000000,144197478205.000000,,418703517.000000,238436319.000000,18982299116.000000,2638310373.000000,8236875376.000000,30514624701.000000,174712102906.000000,,,66264710686.000000,,51461129280.000000,14500000.000000,51475629280.000000,,6309262500.000000,5266572424.000000,,11575834924.000000,2206212615.000000,1007033867.000000,66264710686.000000,20374181909.000000,,19255032402.000000,19255032402.000000,1119149507.000000,20374181909.000000,86638892595.000000,,58369364400.000000,15442634828.000000,14091833093.000000,1000000000.000000,13091833093.000000,14091833093.000000,97010792.000000,72367208.000000,88073210321.000000,174712102916.000000,1459234110.000000
