Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,61310904059.000000,-41275900300.000000,20035003759.000000,-16429426146.000000,-172841559.000000,-16256584587.000000,,-16429426146.000000,3605577613.000000,518663194.000000,166520190.000000,-135162590.000000,487305594.000000,518663194.000000,4124240807.000000,-1352153407.000000,-1544000260.000000,191846853.000000,-1352153407.000000,2772087400.000000,-116033580.000000,2656053820.000000,2772087400.000000,2772087400.000000,,2772087400.000000,2656053820.000000,2656053820.000000,,2656053820.000000
12M 2021,97041557772.000000,-66496909946.000000,30544647826.000000,-18665893978.000000,-1612374790.000000,-17053519188.000000,,-18665893978.000000,11878753848.000000,81469284.000000,100631487.000000,-241148440.000000,221986237.000000,81469284.000000,11960223132.000000,-2844801301.000000,-2829086040.000000,-15715261.000000,-2844801301.000000,9115421831.000000,34648988.000000,9150070819.000000,9115421831.000000,9115421831.000000,,9115421831.000000,9150070819.000000,9150070819.000000,,9150070819.000000
12M 2022,132190901533.000000,-70731024552.000000,61459876981.000000,-24793028881.000000,-2140031571.000000,-22652997310.000000,,-24793028881.000000,36666848100.000000,1894152649.000000,489948455.000000,-207070075.000000,1611274269.000000,1894152649.000000,38561000749.000000,-8733460907.000000,-8686397940.000000,-47062967.000000,-8733460907.000000,29827539842.000000,-247670293.000000,29579869549.000000,29827539842.000000,29827539842.000000,,29827539842.000000,29579869549.000000,29579869549.000000,,29579869549.000000
12M 2023,148335976483.000000,-68690082062.000000,79645894421.000000,-43069484746.000000,-1921126846.000000,-27837660330.000000,-13310697570.000000,-43069484746.000000,36576409675.000000,323689988.000000,691581554.000000,-412081907.000000,44190341.000000,323689988.000000,36900099663.000000,-8197440124.000000,-9582144660.000000,1384704536.000000,-8197440124.000000,28702659539.000000,127356293980.000000,156058953519.000000,28702659539.000000,28702659539.000000,,28702659539.000000,156058953519.000000,156058953519.000000,,156058953519.000000
12M 2024,172303629148.000000,-82613313042.000000,89690316106.000000,-47319206787.000000,-5541065361.000000,-41778141426.000000,,-47319206787.000000,42371109319.000000,-163651390.000000,1703062257.000000,-1702625283.000000,-164088364.000000,-163651390.000000,42207457929.000000,-10010619247.000000,-9824869780.000000,-185749467.000000,-10010619247.000000,32196838682.000000,-1308437071.000000,30888401611.000000,32196838682.000000,32196838682.000000,,32196838682.000000,30888401611.000000,30888401611.000000,,30888401611.000000
