Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,55441.75,0.00,0.00,9.27 B,2.10%,3.33%,5.96%,26.68
12M 2021,0.00 B,91154.22,0.00,0.00,20.35 B,5.90%,6.40%,8.98%,49.26
12M 2022,0.00 B,298275.40,0.00,0.00,44.05 B,17.53%,19.64%,24.65%,177.07
12M 2023,0.00 B,287026.60,0.00,0.00,50.58 B,8.88%,9.32%,15.75%,88.76
12M 2024,0.00 B,321968.39,0.00,0.00,52.17 B,6.86%,7.13%,11.04%,24.89
