Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,8 B,(12 B),(4 B),-79501.56
12M 2021,24 B,(18 B),5 B,54630.33
12M 2022,47 B,(20 B),27 B,267534.42
12M 2023,25 B,(21 B),4 B,36690.70
12M 2024,46 B,(59 B),(13 B),-130984.58
