Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,4.0,2.75,0.03,1.59,0.0,0.0,-0.02,0.02,0.59
12M 2021,4.59,3.68,0.0,1.08,0.0,0.0,-0.15,0.0,0.08
12M 2022,3.14,2.9,0.01,1.12,0.0,0.0,-0.18,0.01,0.12
12M 2023,6.39,5.9,0.01,1.05,0.0,0.0,-0.1,0.01,0.05
12M 2024,17.82,17.23,0.01,1.04,0.0,0.0,-0.29,0.01,0.04
