Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.29,845.33,1.30,836.38,256 B,596 B,851 B,"(2,433 B)","5,101 B"
12M 2009,2.58,854.32,2.60,845.84,240 B,274 B,513 B,"(2,260 B)","4,689 B"
12M 2010,2.44,1004.37,2.46,994.95,769 B,24 B,793 B,"(4,284 B)","5,605 B"
12M 2011,1.43,1129.33,1.46,1109.89,8 B,"2,992 B","3,000 B","(2,639 B)","8,252 B"
12M 2012,0.95,1345.32,0.97,1325.89,"1,664 B","2,993 B","4,657 B",788 B,"4,605 B"
12M 2013,0.81,1341.25,0.83,1322.39,"2,568 B","4,217 B","6,785 B","3,993 B","3,225 B"
12M 2014,0.85,1250.68,0.86,1236.67,"2,752 B","5,263 B","8,015 B","5,396 B","2,480 B"
12M 2015,0.41,762.22,0.41,757.98,"3,188 B","6,922 B","10,110 B","2,024 B","6,913 B"
12M 2016,1.17,766.05,1.17,761.82,"3,255 B","6,649 B","9,905 B","2,281 B","6,278 B"
12M 2017,0.81,769.45,0.82,765.21,"4,101 B","5,298 B","9,399 B","3,848 B","3,449 B"
12M 2018,0.93,821.41,0.94,817.18,"2,576 B","7,348 B","9,924 B","5,625 B","2,987 B"
12M 2019,1.11,754.59,1.12,749.96,"3,003 B","5,564 B","8,568 B","4,931 B","2,372 B"
12M 2020,2.44,792.29,2.46,787.50,"4,288 B","3,475 B","7,763 B","3,779 B","1,597 B"
12M 2021,2.59,867.10,2.61,862.50,"2,228 B","3,787 B","6,015 B",926 B,"5,166 B"
12M 2022,2.01,986.74,2.02,982.51,"1,010 B","2,145 B","3,155 B","(1,322 B)","5,723 B"
12M 2023,1.34,1275.17,1.34,1270.43,"1,703 B",945 B,"2,648 B","(6,561 B)","11,488 B"
12M 2024,1.16,1309.08,1.17,1303.44,55 B,42 B,98 B,"(4,654 B)","8,221 B"
