Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Bank Jangka Pendek,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3791176208.000000,2078181214.000000,2078181214.000000,,2078181214.000000,28700677209.000000,,34570034631.000000,,313388703913.000000,1834182589.000000,5886015536.000000,321108902038.000000,355678936669.000000,,,130150474131.000000,,21055993574.000000,,21055993574.000000,,5718006465.000000,5911733194.000000,,402366751.000000,92680943847.000000,,93083310598.000000,4381430300.000000,130150474131.000000,19511073976.000000,,944090472.000000,11219949787.000000,,12164040259.000000,7347033717.000000,19511073976.000000,149661548107.000000,,33333000000.000000,,-7435263451.000000,,,-7435263451.000000,180119652013.000000,206017388562.000000,355678936669.000000,22222.000000
12M 2019,,,1122676961.000000,2275944877.000000,2275944877.000000,,2275944877.000000,85293954583.000000,1186013881.000000,89878590302.000000,,323474084724.000000,2254034657.000000,32205025387.000000,357933144768.000000,447811735070.000000,,,140593459503.000000,,28843087809.000000,,28843087809.000000,89965640787.000000,8373119369.000000,152777778.000000,,698694198.000000,9999999996.000000,,10698694194.000000,2560139566.000000,140593459503.000000,41067957987.000000,,891441831.000000,31160377530.000000,,32051819361.000000,9016138626.000000,41067957987.000000,181661417490.000000,,47036000000.000000,37906140000.000000,-15026529381.000000,,,-15026529381.000000,196234706961.000000,266150317580.000000,447811735070.000000,940720000.000000
12M 2020,,,3211681377.000000,5133381633.000000,5133381633.000000,,5133381633.000000,133240767925.000000,1244927926.000000,142830758861.000000,,352750559096.000000,1824815645.000000,7671035237.000000,362246409978.000000,505077168839.000000,,,158227829403.000000,,30623121374.000000,,30623121374.000000,99845612524.000000,3158192477.000000,601973714.000000,,1170690241.000000,22693839073.000000,,23864529314.000000,134400000.000000,158227829403.000000,67023082427.000000,,655445922.000000,58073019938.000000,,58728465860.000000,8294616567.000000,67023082427.000000,225250911830.000000,,47036000000.000000,37906140000.000000,-8277530874.000000,,,-8277530874.000000,203161647883.000000,279826257009.000000,505077168839.000000,940720000.000000
12M 2021,,,2547308222.000000,14844577500.000000,14844577500.000000,,14844577500.000000,120895978078.000000,97421888.000000,138385285688.000000,,384180793400.000000,1563554991.000000,2574539425.000000,388318887816.000000,526704173504.000000,,,157791488422.000000,,25331450305.000000,,25331450305.000000,99630377719.000000,4648467595.000000,638619571.000000,,655445922.000000,23936873973.000000,2340490812.000000,26932810707.000000,609762525.000000,157791488422.000000,44233175895.000000,,,37126107755.000000,,37126107755.000000,7107068140.000000,44233175895.000000,202024664317.000000,,47036000000.000000,37906140000.000000,10321906847.000000,,,10321906847.000000,229415462340.000000,324679509187.000000,526704173504.000000,940720000.000000
12M 2022,,,1582680952.000000,6329896725.000000,6329896725.000000,,6329896725.000000,144613274032.000000,158799123.000000,152684650832.000000,,394722927720.000000,1273759735.000000,4525973995.000000,400522661450.000000,553207312282.000000,,,144218917325.000000,,24271670983.000000,,24271670983.000000,79905823666.000000,4791428315.000000,833632677.000000,,528497415.000000,31751676746.000000,2136187523.000000,34416361684.000000,,144218917325.000000,44667191639.000000,,989668998.000000,35562251278.000000,2325454385.000000,38877374661.000000,5789816978.000000,44667191639.000000,188886108964.000000,,47036000000.000000,37906140000.000000,34480286713.000000,,,34480286713.000000,244898776605.000000,364321203318.000000,553207312282.000000,940720000.000000
12M 2023,,,2278776112.000000,8119917500.000000,8119917500.000000,,8119917500.000000,130809040800.000000,160790298.000000,141368524710.000000,,415182742910.000000,1427116597.000000,2374941718.000000,418984801225.000000,560353325935.000000,,,138903774636.000000,,29574181580.000000,,29574181580.000000,79955697482.000000,5121497657.000000,980650453.000000,,991413963.000000,19476269116.000000,2325454385.000000,22793137464.000000,478610000.000000,138903774636.000000,23518340351.000000,,945464561.000000,16085982164.000000,,17031446725.000000,6486893626.000000,23518340351.000000,162422114987.000000,,47036000000.000000,37906140000.000000,56511507564.000000,,,56511507564.000000,256477563384.000000,397931210948.000000,560353325935.000000,940720000.000000
12M 2024,,,3423401613.000000,12694406500.000000,12694406500.000000,,12694406500.000000,185586038721.000000,221284586.000000,201925131420.000000,,428067951943.000000,1086134362.000000,6303902999.000000,435457989304.000000,637383120724.000000,,,145391971327.000000,,33111590005.000000,,33111590005.000000,79719176027.000000,4210214685.000000,1533191718.000000,,1341330478.000000,23051893724.000000,2424574690.000000,26817798892.000000,,145391971327.000000,58694983378.000000,,175946524.000000,51002363105.000000,2579699372.000000,53758009001.000000,4936974377.000000,58694983378.000000,204086954705.000000,,47036000000.000000,37906140000.000000,73193671980.000000,600000000.000000,72593671980.000000,73193671980.000000,275160354039.000000,433296166019.000000,637383120724.000000,940720000.000000
