Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,8 B,(4 B),4 B,178403.40
12M 2019,(36 B),(34 B),(70 B),-74.20
12M 2020,(24 B),(5 B),(28 B),-29.97
12M 2021,46 B,(5 B),41 B,43.43
12M 2022,31 B,(1 B),30 B,32.30
12M 2023,68 B,(15 B),53 B,56.23
12M 2024,(14 B),(3 B),(17 B),-18.11
