Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,61 B,(9 B),52 B,209.18
12M 2018,"1,120 B",(13 B),"1,107 B",862.88
12M 2019,283 B,(47 B),236 B,183.58
