Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,23057766333.000000,98526821030.000000,6423496958.000000,92103324072.000000,98526821030.000000,3388528620.000000,3388528620.000000,3388528620.000000,96414213580.000000,96414213580.000000,96414213580.000000,15029484641.000000,236416814204.000000,,147310072254.000000,616398964195.000000,5168857963.000000,768877894412.000000,1005294708616.000000,,,318511335999.000000,,28745913414.000000,28745913414.000000,,33962867064.000000,5639690949.000000,39602558013.000000,17741224040.000000,43436716452.000000,,,13359549841.000000,14219447160.000000,7615460200.000000,35194457201.000000,153790466879.000000,318511335999.000000,593287602350.000000,,,446191704231.000000,26777672465.000000,99389968513.000000,572359345209.000000,20928257141.000000,593287602350.000000,911798938349.000000,,200000000000.000000,58396979416.000000,-164814397604.000000,,-164814397604.000000,-164814397604.000000,,-86811545.000000,93495770267.000000,1005294708616.000000,200000.000000
12M 2020,,,16634762999.000000,38376238825.000000,12665474459.000000,25710764366.000000,38376238825.000000,1868375700.000000,1868375700.000000,1868375700.000000,169940802485.000000,169940802485.000000,169940802485.000000,3387665051.000000,230207845060.000000,,161102492946.000000,580180272769.000000,6254130393.000000,747536896108.000000,977744741168.000000,,,445818922280.000000,,24856510871.000000,24856510871.000000,,25481460948.000000,6492877409.000000,31974338357.000000,16945145821.000000,29670899439.000000,,568071750.000000,17452621287.000000,9323550141.000000,11025543359.000000,38369786537.000000,304002241255.000000,445818922280.000000,643719731609.000000,,461428265.000000,441245561617.000000,31426852674.000000,146049054808.000000,619182897364.000000,24536834245.000000,643719731609.000000,1089538653889.000000,,200000000000.000000,58396979416.000000,-370065423032.000000,,-370065423032.000000,-370065423032.000000,,-125469105.000000,-111793912721.000000,977744741168.000000,200000.000000
12M 2021,,,13649729777.000000,40938408041.000000,13048078504.000000,27890329537.000000,40938408041.000000,3514499723.000000,3514499723.000000,3514499723.000000,98743007518.000000,98743007518.000000,98743007518.000000,7956887850.000000,164802532909.000000,,604625308350.000000,1488993431255.000000,7061817742.000000,2100680557347.000000,2265483090256.000000,,,458103027515.000000,,23999965640.000000,23999965640.000000,,12402638516.000000,8365603342.000000,20768241858.000000,30333617057.000000,21082678069.000000,,515405265.000000,12588210359.000000,19771744250.000000,12022912164.000000,44898272038.000000,317020252853.000000,458103027515.000000,666554069128.000000,,,423838644840.000000,20916984560.000000,195910121564.000000,640665750964.000000,25888318164.000000,666554069128.000000,1124657096643.000000,,200000000000.000000,58396979416.000000,493119005418.000000,,493119005418.000000,493119005418.000000,,389310008779.000000,1140825993613.000000,2265483090256.000000,200000.000000
12M 2022,,,14663451367.000000,38202486937.000000,8508124429.000000,29694362508.000000,38202486937.000000,2277721422.000000,2277721422.000000,2277721422.000000,79043150169.000000,79043150169.000000,79043150169.000000,251167435392.000000,385354245287.000000,,624785576117.000000,1503170727344.000000,8105353754.000000,2136061657215.000000,2521415902502.000000,,,194088575892.000000,,10399688312.000000,10399688312.000000,,14260913614.000000,7546425088.000000,21807338702.000000,17144675278.000000,15430947112.000000,,594936331.000000,17034309797.000000,17817697398.000000,9259832427.000000,44706775953.000000,84599150535.000000,194088575892.000000,680998122451.000000,,461428265.000000,405202638740.000000,4107720072.000000,244715258777.000000,654487045854.000000,26511076597.000000,680998122451.000000,875086698343.000000,,250917133970.000000,509020815313.000000,497095504025.000000,5000000000.000000,492095504025.000000,497095504025.000000,,389295750851.000000,1646329204159.000000,2521415902502.000000,25091713397.000000
12M 2023,,,18971425292.000000,38304794967.000000,10064649430.000000,28240145537.000000,38304794967.000000,1128617541.000000,1128617541.000000,1128617541.000000,144421730712.000000,144421730712.000000,144421730712.000000,93222356766.000000,296048925278.000000,,669385000668.000000,1519996237020.000000,9200348597.000000,2198581586285.000000,2494630511563.000000,,,147466157506.000000,,10842155080.000000,10842155080.000000,,2729894127.000000,1064583337.000000,3794477464.000000,11966749890.000000,14143055302.000000,,461428265.000000,29484857091.000000,3964051600.000000,11111583694.000000,45021920650.000000,61697799120.000000,147466157506.000000,661231422615.000000,,,373077848124.000000,1482994200.000000,258635497061.000000,633196339385.000000,28035083230.000000,661231422615.000000,808697580121.000000,,250918823750.000000,509040247783.000000,536694055785.000000,5000000000.000000,531694055785.000000,536694055785.000000,,389279804124.000000,1685932931442.000000,2494630511563.000000,25091713397.000000
12M 2024,,,18703985866.000000,46035933061.000000,14147371565.000000,31888561496.000000,46035933061.000000,1566833568.000000,1566833568.000000,1566833568.000000,137607999194.000000,,137607999194.000000,2033530395.000000,205948282084.000000,,615176947027.000000,1972644198937.000000,72851922730.000000,2660673068694.000000,2866621350778.000000,,,156581729599.000000,,9347901492.000000,9347901492.000000,,58638005.000000,1462290416.000000,1520928421.000000,5479633614.000000,12644616781.000000,,498578905.000000,38575598773.000000,594810398.000000,16158942403.000000,55827930479.000000,71760718812.000000,156581729599.000000,619004876581.000000,,411443944.000000,333503030954.000000,540047171.000000,259510880774.000000,593965402843.000000,25039473738.000000,619004876581.000000,775586606180.000000,,250918823750.000000,509040247783.000000,861192853950.000000,5000000000.000000,856192853950.000000,861192853950.000000,,469882819115.000000,2091034744598.000000,2866621350778.000000,25091713397.000000
