Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,13 B,(7 B),6 B,29541.33
12M 2020,(79 B),(2 B),(81 B),-404420.18
12M 2021,(13 B),(2 B),(15 B),-74358.24
12M 2022,48 B,(23 B),25 B,1.00
12M 2023,69 B,(10 B),59 B,2.34
12M 2024,105 B,(46 B),59 B,2.37
