Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,-385925.13,-0.00,0.00,61.79 B,-7.68%,-82.55%,2.30%,0.11
12M 2020,0.00 B,-547080.47,-0.00,0.00,10.06 B,-11.19%,97.87%,-7.34%,-0.79
12M 2021,0.00 B,4315922.14,0.00,0.00,983.78 B,38.10%,75.66%,79.36%,17.44
12M 2022,25.09 B,0.16,931.25,14.11,91.55 B,0.16%,0.24%,3.85%,1.42
12M 2023,25.09 B,1.58,32.28,3.69,126.43 B,1.59%,2.35%,4.72%,2.39
12M 2024,25.09 B,13.93,3.59,3.47,167.30 B,12.20%,16.72%,5.85%,3.55
