Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,5824456.86,0.00,0.00,1.00 B,9.45%,1210.96%,109.58%,
12M 2021,0.00 B,35269877.16,0.00,0.00,5.22 B,38.70%,98.67%,166.58%,
12M 2022,0.00 B,143403490.29,0.00,0.00,19.19 B,50.53%,80.08%,162.63%,
12M 2023,1.25 B,14.88,0.00,0.00,25.05 B,27.21%,40.09%,73.55%,
12M 2024,1.56 B,12.85,4.44,0.06,28.83 B,12.48%,13.94%,25.56%,
