Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,3 B,(1 B),1 B,11296601.38
12M 2021,1 B,(1 B),1 B,7582878.99
12M 2022,(0 B),(0 B),(0 B),-4573338.29
12M 2023,0 B,(1 B),(1 B),-0.97
12M 2024,(68 B),(2 B),(70 B),-45.03
