Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,2117151123.000000,204065335.000000,378385706.000000,3911925.000000,2703514089.000000,,3358626.000000,1675567188.000000,1778385417.000000,,3457311231.000000,6160825320.000000,,,5066961153.000000,465860750.000000,436083.000000,132635810.000000,,368166672.000000,,,368166672.000000,4099861838.000000,5066961153.000000,1045766474.000000,,1030499993.000000,,,1030499993.000000,15266481.000000,1045766474.000000,6112727627.000000,,100000000.000000,,-51902307.000000,,-51902307.000000,-51902307.000000,,,48097693.000000,6160825320.000000,100.000000
12M 2021,,,1218657668.000000,204123404.000000,2813551954.000000,,4236333026.000000,,11166706.000000,2211230294.000000,2625885417.000000,28471207.000000,4876753624.000000,9113086650.000000,,,4700987368.000000,325286029.000000,714773710.000000,97420198.000000,,368166672.000000,40978411.000000,39702234.000000,448847317.000000,3114660114.000000,4700987368.000000,837455454.000000,,679124988.000000,118803740.000000,,797928728.000000,39526726.000000,837455454.000000,5538442822.000000,,100000000.000000,,3475085409.000000,,3475085409.000000,3475085409.000000,,-441581.000000,3574643828.000000,9113086650.000000,100.000000
12M 2022,,,1050369348.000000,358666305.000000,22749080068.000000,,24158115721.000000,,25999755.000000,2001264556.000000,2186562481.000000,9490403.000000,4223317195.000000,28381432916.000000,,,10061044620.000000,304450000.000000,4506812671.000000,157271759.000000,,1166834734.000000,44541480.000000,,1211376214.000000,3881133976.000000,10061044620.000000,412116449.000000,,249999888.000000,74445452.000000,,324445340.000000,87671109.000000,412116449.000000,10473161069.000000,,100000000.000000,,17815434438.000000,,17815434438.000000,17815434438.000000,,-7162591.000000,17908271847.000000,28381432916.000000,100.000000
12M 2023,,,6303856539.000000,756823943.000000,49153001105.000000,3290854000.000000,59504535587.000000,,47852444.000000,3107310224.000000,5649062481.000000,55699350.000000,8859924499.000000,68364460086.000000,,,20928278112.000000,,6153818280.000000,3272533929.000000,,1054996916.000000,84076376.000000,58563006.000000,1197636298.000000,10304289605.000000,20928278112.000000,1030488333.000000,,709999992.000000,145840888.000000,28591777.000000,884432657.000000,146055676.000000,1030488333.000000,21958766445.000000,,25000000000.000000,,21417833376.000000,2000000000.000000,19417833376.000000,21417833376.000000,,-12139735.000000,46405693641.000000,68364460086.000000,1250000000.000000
12M 2024,,,6638293365.000000,593525653.000000,135710708528.000000,2746179991.000000,145688707537.000000,,61700362.000000,5834145063.000000,4380062501.000000,4902003128.000000,15177911054.000000,160866618591.000000,,,15150645985.000000,1794022390.000000,2443951465.000000,457675000.000000,,1754999992.000000,396438250.000000,,2151438242.000000,8303558888.000000,15150645985.000000,1677261837.000000,,405000000.000000,991805646.000000,,1396805646.000000,280456191.000000,1677261837.000000,16827907822.000000,,31250000000.000000,71309562667.000000,41501095492.000000,2000000000.000000,39501095492.000000,41501095492.000000,,-21947390.000000,144038710769.000000,160866618591.000000,1562500000.000000
