Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-24.15,,0.53
12M 2021,0.44,3.59,0.89,3.14,827.47,,101.76,,86.9,,22.11,,-363.46,,0.9
12M 2022,0.17,8.05,0.2,8.02,2145.28,,45.34,,286.61,,32.2,,42.82,,2.4
12M 2023,0.25,16.64,0.07,16.82,1470.11,2166.81,21.93,32.08,321.01,527.75,16.95,23.99,21.26,21.26,2.84
12M 2024,0.16,23.27,0.23,23.2,2213.85,2235.03,15.68,11.02,334.34,273.58,13.04,9.39,11.45,11.45,9.62
