Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.09,7331.84,1.09,7331.84,230 B,152 B,382 B,251 B,176 B
12M 2009,0.79,10672.51,0.79,10672.51,120 B,100 B,219 B,29 B,315 B
12M 2010,3.05,12737.85,3.05,12737.85,140 B,14 B,154 B,(49 B),375 B
12M 2011,3.24,15353.30,3.24,15353.30,160 B,1 B,161 B,(53 B),392 B
12M 2012,3.66,1813.16,3.66,1813.16,151 B,1 B,152 B,(48 B),518 B
12M 2013,3.67,2090.70,3.67,2090.70,143 B,2 B,145 B,(107 B),593 B
12M 2014,3.19,1242.72,3.19,1242.72,138 B,4 B,142 B,58 B,586 B
12M 2015,4.81,1445.29,4.81,1445.29,180 B,5 B,185 B,18 B,788 B
12M 2016,3.37,147.66,3.37,147.66,247 B,5 B,251 B,103 B,701 B
12M 2017,2.49,164.13,2.49,164.13,192 B,2 B,194 B,49 B,743 B
12M 2018,1.86,186.96,1.86,186.96,121 B,1 B,122 B,(39 B),886 B
12M 2019,1.57,186.46,1.57,186.46,91 B,1 B,92 B,(138 B),974 B
12M 2020,1.28,186.39,1.28,186.39,90 B,277 B,367 B,(108 B),"1,035 B"
12M 2021,1.07,206.19,1.07,206.19,30 B,248 B,278 B,(93 B),"1,068 B"
12M 2022,1.21,223.14,1.21,223.14,10 B,220 B,230 B,(175 B),"1,101 B"
12M 2023,1.00,227.85,1.00,227.85,10 B,204 B,214 B,(111 B),"1,060 B"
12M 2024,0.92,238.55,0.92,238.55,5 B,175 B,180 B,(156 B),"1,181 B"
