Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,114 B,(192 B),(78 B),-156546204.24
12M 2020,137 B,(88 B),49 B,98486477.91
12M 2021,252 B,(204 B),48 B,95848079.78
12M 2022,226 B,(238 B),(12 B),-1.75
12M 2023,154 B,(230 B),(76 B),-8.64
12M 2024,144 B,(98 B),46 B,5.23
