Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,255056867634.000000,-175426042065.000000,79630825569.000000,-23655884957.000000,-718008417.000000,-17155665282.000000,-5782211258.000000,-23655884957.000000,55974940612.000000,-21933800590.000000,,,-21933800590.000000,-21933800590.000000,34041140022.000000,1588835033.000000,-5491053500.000000,7079888533.000000,1588835033.000000,35629975055.000000,-694971468.000000,34935003587.000000,35629975055.000000,35629975055.000000,,35629975055.000000,34935003587.000000,34935003587.000000,,34935003587.000000
12M 2020,277819774421.000000,-179045087034.000000,98774687387.000000,-24858549147.000000,-634546834.000000,-18859504079.000000,-5364498234.000000,-24858549147.000000,73916138240.000000,-26961265982.000000,,,-26961265982.000000,-26961265982.000000,46954872258.000000,3561477552.000000,-5374264500.000000,8935742052.000000,3561477552.000000,50516349810.000000,-25446252.000000,50490903558.000000,50516349810.000000,50516349810.000000,,50516349810.000000,50490903558.000000,50490903558.000000,,50490903558.000000
12M 2021,301146739153.000000,-178448696981.000000,122698042172.000000,-24938321318.000000,-652131140.000000,-18718734946.000000,-5567455232.000000,-24938321318.000000,97759720854.000000,-23406993676.000000,,,-23406993676.000000,-23406993676.000000,74352727178.000000,572360672.000000,-5520752380.000000,6093113052.000000,572360672.000000,74925087850.000000,1770234.000000,74926858084.000000,74925087850.000000,74925087850.000000,,74925087850.000000,74926858084.000000,74926858084.000000,,74926858084.000000
12M 2022,263132511110.000000,-160019226004.000000,103113285106.000000,-27740876373.000000,-1583974150.000000,-26156902223.000000,,-27740876373.000000,75372408733.000000,-18223540630.000000,759237210.000000,-10645121413.000000,-8337656427.000000,-18223540630.000000,57148868103.000000,1350620052.000000,-6196089900.000000,7546709952.000000,1350620052.000000,58499488155.000000,-11824295.000000,58487663860.000000,58499488155.000000,58499488155.000000,,58499488155.000000,58487663860.000000,58487663860.000000,,58487663860.000000
12M 2023,356997789075.000000,-209800809365.000000,147196979710.000000,-43106419433.000000,-2712168446.000000,-33200379426.000000,-7193871561.000000,-43106419433.000000,104090560277.000000,-11847481521.000000,192894946.000000,-12040376467.000000,,-11847481521.000000,92243078756.000000,-9538215523.000000,-9538215523.000000,,-9538215523.000000,82704863233.000000,-63748432.000000,82641114801.000000,82704863233.000000,82704863233.000000,,82704863233.000000,82641114801.000000,82641114801.000000,,82641114801.000000
12M 2024,365929419071.000000,-227549380183.000000,138380038888.000000,-39574180908.000000,-2913948161.000000,-40302193324.000000,3641960577.000000,-39574180908.000000,98805857980.000000,-7956913600.000000,1645311654.000000,-9602225254.000000,,-7956913600.000000,90848944380.000000,-10236191821.000000,-10236191821.000000,,-10236191821.000000,80612752559.000000,156895746.000000,80769648305.000000,80612752559.000000,80612752559.000000,,80612752559.000000,80769648305.000000,80769648305.000000,,80769648305.000000
