Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,100.1,,1.03
12M 2020,82.48,13.75,36.94,59.29,4.43,,26.55,,2.01,,0.57,,8.6,,1.52
12M 2021,108.09,12.17,36.84,83.42,3.38,,30.0,,1.78,,0.58,,7.01,,1.38
12M 2022,152.21,9.92,49.57,112.56,2.4,,36.79,,1.03,,0.45,,2.54,,2.53
12M 2023,131.64,8.25,54.6,85.29,2.77,2.34,44.23,47.74,0.79,0.68,0.49,0.43,3.8,3.8,1.63
12M 2024,141.68,83.42,92.23,132.87,2.58,2.96,4.38,4.33,0.63,0.68,0.37,0.37,0.84,0.84,5.56
