Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.03,0.96,0.18,1.98,0.0,0.0,0.16,0.09,0.98
12M 2020,1.52,1.39,0.14,1.58,0.0,0.0,0.08,0.09,0.58
12M 2021,1.38,1.34,0.11,1.49,0.0,0.0,0.04,0.08,0.49
12M 2022,2.53,2.46,0.09,1.41,0.0,0.0,-0.01,0.07,0.41
12M 2023,1.63,1.6,0.13,1.28,0.0,0.0,0.04,0.1,0.29
12M 2024,5.56,4.52,0.43,1.55,0.0,0.0,0.08,0.28,0.55
