Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanah Untuk Dikembangkan,Properti Investasi,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Pinjaman Jangka Panjang Lainnya,Utang Bank Jangka Panjang,Total Pinjaman Jangka Panjang Lainnya,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,4401540071.000000,1565656718.000000,1565656718.000000,,1565656718.000000,580800000.000000,580800000.000000,580800000.000000,95790604771.000000,4726610633.000000,107065212193.000000,,60229975569.000000,,3405322539.000000,9513104.000000,913000000.000000,64557811212.000000,171623023405.000000,,,99516449950.000000,,,10954669102.000000,9836606637.000000,20791275739.000000,,220000000.000000,220000000.000000,414128308.000000,422767900.000000,,,44432788.000000,44432788.000000,77623845215.000000,99516449950.000000,4118422220.000000,,,,,3780000000.000000,3780000000.000000,338422220.000000,4118422220.000000,103634872170.000000,,40000000000.000000,,13333478871.000000,,13333478871.000000,13333478871.000000,14689959143.000000,-35286779.000000,67988151235.000000,171623023405.000000,800000000.000000
12M 2020,,,5924300258.000000,3439849753.000000,3439849753.000000,,3439849753.000000,54150000.000000,54150000.000000,54150000.000000,191566874850.000000,2814391718.000000,203799566579.000000,,13456540069.000000,,2713155183.000000,381781254.000000,,16551476506.000000,220351043085.000000,,,85745487246.000000,,,7493151573.000000,13977840628.000000,21470992201.000000,,54287827.000000,54287827.000000,253329582.000000,140257500.000000,,5000000000.000000,,5000000000.000000,58826620136.000000,85745487246.000000,15200060549.000000,,,,,14712500000.000000,14712500000.000000,487560549.000000,15200060549.000000,100945547795.000000,,50000000000.000000,21052540000.000000,20647145162.000000,100000000.000000,20547145162.000000,20647145162.000000,27703816619.000000,1993510.000000,119405495291.000000,220351043086.000000,1000000000.000000
12M 2021,,,14258746850.000000,2068002725.000000,2068002725.000000,,2068002725.000000,460200000.000000,460200000.000000,460200000.000000,187781489885.000000,4301412712.000000,208869852172.000000,,13462599319.000000,,2133586185.000000,278025004.000000,,15874210508.000000,224744062680.000000,,,79186691840.000000,4899719360.000000,,1418188152.000000,8275713377.000000,9693901529.000000,,472124156.000000,472124156.000000,264167741.000000,164438500.000000,,450000000.000000,,450000000.000000,63242340554.000000,79186691840.000000,18469888193.000000,,3435000000.000000,3435000000.000000,,14542500000.000000,14542500000.000000,492388193.000000,18469888193.000000,97656580033.000000,,50000000000.000000,21052540000.000000,29234510275.000000,200000000.000000,29034510275.000000,29234510275.000000,26738172708.000000,62259664.000000,127087482647.000000,224744062680.000000,1000000000.000000
12M 2022,,,28125478448.000000,8713440959.000000,8713440959.000000,,8713440959.000000,278500000.000000,278500000.000000,278500000.000000,228411483273.000000,36876873325.000000,302405776005.000000,,12499220819.000000,,1655248593.000000,176925004.000000,,14331394416.000000,316737170421.000000,,,170717918113.000000,15000000000.000000,,26163460053.000000,16206235754.000000,42369695807.000000,,514423054.000000,514423054.000000,631190119.000000,162151500.000000,,9720000000.000000,,9720000000.000000,102320457633.000000,170717918113.000000,19918259935.000000,,4830000000.000000,4830000000.000000,,14492500000.000000,14492500000.000000,595759935.000000,19918259935.000000,190636178048.000000,,50000000000.000000,21052540000.000000,28856451400.000000,300000000.000000,28556451400.000000,28856451400.000000,26039556937.000000,152444036.000000,126100992373.000000,316737170421.000000,1000000000.000000
12M 2023,,,12013303986.000000,20032446880.000000,19807446880.000000,225000000.000000,20032446880.000000,553300819.000000,553300819.000000,553300819.000000,255460749961.000000,26664225202.000000,314724026848.000000,,12501720819.000000,4888747686.000000,10807781061.000000,75825004.000000,1857398809.000000,30131473379.000000,344855500227.000000,,,201582594891.000000,41599603700.000000,,8447493632.000000,17073754818.000000,25521248450.000000,,867514385.000000,867514385.000000,1168337508.000000,207347500.000000,,,,,132218543348.000000,201582594891.000000,15118551809.000000,,,,,14192500000.000000,14192500000.000000,926051809.000000,15118551809.000000,216701146700.000000,,50000000000.000000,21052540000.000000,31267834413.000000,400000000.000000,30867834413.000000,31267834413.000000,25725688707.000000,108290407.000000,128154353527.000000,344855500227.000000,1000000000.000000
12M 2024,,,8462175175.000000,3906478279.000000,3696478279.000000,210000000.000000,3906478279.000000,110096797.000000,110096797.000000,110096797.000000,428683035407.000000,16342669837.000000,457504455495.000000,,13176884819.000000,4799773348.000000,10516166921.000000,,1045836759.000000,29538661847.000000,487043117342.000000,,,357768994930.000000,104426271965.000000,,31269973418.000000,14866603382.000000,46136576800.000000,,921827083.000000,921827083.000000,585943360.000000,216800500.000000,,,,,205481575222.000000,357768994930.000000,14888977852.000000,,,,,13946500000.000000,13946500000.000000,942477852.000000,14888977852.000000,372657972782.000000,,50000000000.000000,21052540000.000000,19055453815.000000,500000000.000000,18555453815.000000,19055453815.000000,24077250355.000000,199900390.000000,114385144560.000000,487043117342.000000,1000000000.000000
