Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(57 B),(3 B),(59 B),-74.08
12M 2020,(60 B),(0 B),(60 B),-59.76
12M 2021,7 B,(0 B),7 B,6.58
12M 2022,(5 B),(0 B),(5 B),-5.23
12M 2023,(22 B),(5 B),(27 B),-26.55
12M 2024,(65 B),(1 B),(66 B),-66.14
