Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,118 B,(6 B),112 B,4474.92
12M 2019,65 B,(0 B),64 B,57.95
12M 2020,108 B,(0 B),108 B,96.92
12M 2021,124 B,(0 B),124 B,55.64
12M 2022,83 B,(1 B),82 B,37.06
12M 2023,108 B,(1 B),107 B,48.08
