Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
