Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,4353180489.000000,31535513148.000000,31535513148.000000,,31535513148.000000,,8809793025.000000,11302949609.000000,56001436271.000000,,3229581577.000000,,,,379776728012.000000,13279166667.000000,396285476256.000000,452286912527.000000,,,181888593316.000000,98967023058.000000,,17477202606.000000,19838803835.000000,37316006441.000000,3391159737.000000,2171732965.000000,277744333.000000,,15704778186.000000,24060148596.000000,,39764926782.000000,,181888593316.000000,148111260215.000000,,95167491072.000000,41098767417.000000,,136266258489.000000,1091918923.000000,10753082803.000000,148111260215.000000,329999853531.000000,,50000000000.000000,,-54095308055.000000,900057324.000000,125482309727.000000,122287058996.000000,452286912527.000000,500000000.000000
12M 2018,,,1944574340.000000,50667972080.000000,37884904592.000000,12783067488.000000,50667972080.000000,1458838029.000000,4840960549.000000,9357314821.000000,68269659819.000000,,3252056359.000000,12934975546.000000,12934975546.000000,12934975546.000000,392731460052.000000,3104166667.000000,412022658624.000000,480292318443.000000,,,192420699918.000000,121497159471.000000,,14208393315.000000,,14208393315.000000,3738982774.000000,5774761569.000000,1500000000.000000,,13412546705.000000,32288856084.000000,,45701402789.000000,,192420699918.000000,147109619921.000000,,99253012990.000000,35948264049.000000,,135201277039.000000,,11908342882.000000,147109619921.000000,339530319839.000000,,65000000000.000000,55540520208.000000,-63099957818.000000,1044640366.000000,82276795848.000000,140761998604.000000,480292318443.000000,650000000.000000
12M 2019,,,2077218406.000000,55426819529.000000,52147444498.000000,3279375031.000000,55426819529.000000,199755375.000000,7419847024.000000,9600891960.000000,74724532294.000000,,3009333641.000000,34097857202.000000,34097857202.000000,34097857202.000000,364456463378.000000,2500000000.000000,404063654221.000000,478788186515.000000,,,203306140876.000000,117566071853.000000,,12921921502.000000,,12921921502.000000,6787869560.000000,12251487633.000000,,,15589716632.000000,22005540576.000000,,37595257208.000000,16183533120.000000,203306140876.000000,134574201270.000000,,88925995007.000000,30213719192.000000,,119139714199.000000,,15434487071.000000,134574201270.000000,337880342146.000000,,65000000000.000000,55540520208.000000,-63006212431.000000,1096740744.000000,82276795848.000000,140907844369.000000,478788186515.000000,650000000.000000
12M 2020,,,2291779063.000000,29764943109.000000,26492068078.000000,3272875031.000000,29764943109.000000,51477203.000000,5332334532.000000,8826641831.000000,46267175738.000000,,2739386530.000000,69030725183.000000,69030725183.000000,69030725183.000000,333357956430.000000,2500000000.000000,407628068143.000000,453895243881.000000,,,195683515705.000000,123022384808.000000,,8387234040.000000,,8387234040.000000,4913596552.000000,12730074719.000000,,,7476067127.000000,21854087957.000000,,29330155084.000000,17300070502.000000,195683515705.000000,134862801180.000000,,98095550957.000000,25832431517.000000,,123927982474.000000,,10934818706.000000,134862801180.000000,330546316885.000000,,65000000000.000000,55540520208.000000,-80598997367.000000,1130608307.000000,82276795848.000000,123348926996.000000,453895243881.000000,650000000.000000
12M 2021,,,865884245.000000,28210311413.000000,24855590382.000000,3354721031.000000,28210311413.000000,,3880484638.000000,5572889872.000000,38529570168.000000,,2929966540.000000,79012431888.000000,79012431888.000000,79012431888.000000,293931834672.000000,1100000000.000000,376974233100.000000,415503803268.000000,,,295685032740.000000,120310921475.000000,,6129316500.000000,83348230.000000,6212664730.000000,26811292483.000000,22572349973.000000,,,92147701410.000000,10256959242.000000,,102404660652.000000,17373143427.000000,295685032740.000000,26090658869.000000,,415060000.000000,11748620632.000000,,12163680632.000000,,13926978237.000000,26090658869.000000,321775691609.000000,,65000000000.000000,55540520208.000000,-110254400253.000000,1165195856.000000,82276795848.000000,93728111659.000000,415503803268.000000,650000000.000000
12M 2022,,,2413488485.000000,31889592257.000000,27960082558.000000,3929509699.000000,31889592257.000000,52534648.000000,2646904824.000000,2830745895.000000,39833266109.000000,,2963248012.000000,100693576452.000000,100693576452.000000,100693576452.000000,166890720810.000000,110508292.000000,270658053566.000000,310491319675.000000,,,244381734232.000000,111334035125.000000,,4970269286.000000,2610231397.000000,7580500683.000000,67081251710.000000,23131377352.000000,112396521.000000,,16326030860.000000,2332350852.000000,,18658381712.000000,16483791129.000000,244381734232.000000,46760804151.000000,,16906466451.000000,6708545137.000000,,23615011588.000000,,23145792563.000000,46760804151.000000,291142538383.000000,,65000000000.000000,55540520208.000000,-184094738626.000000,626203862.000000,82276795848.000000,19348781292.000000,310491319675.000000,650000000.000000
12M 2023,,,1195608990.000000,27436116605.000000,23831244180.000000,3604872425.000000,27436116605.000000,,2401539576.000000,2053593105.000000,33086858276.000000,,2495091789.000000,123381457951.000000,123381457951.000000,123381457951.000000,133954447699.000000,368187672.000000,260199185111.000000,293286043387.000000,,,232780615747.000000,86699361720.000000,,4358877045.000000,224500000.000000,4583377045.000000,71863599680.000000,20846698671.000000,18166930109.000000,,4641359933.000000,3610255672.000000,230879513.000000,8482495118.000000,22138153404.000000,232780615747.000000,39608091363.000000,,212608324.000000,722614094.000000,141458333.000000,1076680751.000000,,38531410612.000000,39608091363.000000,272388707110.000000,,65000000000.000000,55540520208.000000,-169097842352.000000,1064168069.000000,68390490352.000000,20897336277.000000,293286043387.000000,650000000.000000
12M 2024,,,974386108.000000,23207654010.000000,19407343179.000000,3800310831.000000,23207654010.000000,,3442161042.000000,2275806139.000000,29900007299.000000,,3027314205.000000,121610162461.000000,121610162461.000000,121610162461.000000,106924536851.000000,135648088.000000,231697661605.000000,261597668904.000000,,,237831081807.000000,70841865985.000000,,5960247067.000000,224500000.000000,6184747067.000000,100306323774.000000,22343996668.000000,15310054305.000000,,,564482269.000000,141458335.000000,705940604.000000,22138153404.000000,237831081807.000000,56463405864.000000,,,,,,,56463405864.000000,56463405864.000000,294294487671.000000,,65000000000.000000,55540520208.000000,-215163971471.000000,948722144.000000,60977910352.000000,-32696818767.000000,261597668904.000000,650000000.000000
