Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Final,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,375911572649.000000,-309675853405.000000,66235719244.000000,-49437501782.000000,-3106732384.000000,-46404888349.000000,74118951.000000,-49437501782.000000,16798217462.000000,-25451815013.000000,38188956.000000,-19145794729.000000,-367055868.000000,539404761.000000,-6516558133.000000,-25451815013.000000,-8653597551.000000,-1624330530.000000,-10277928081.000000,,,-10277928081.000000,24027008640.000000,13749080559.000000,-10277928080.000000,-10266564265.000000,-11363815.000000,-10277928080.000000,13749080559.000000,13760367909.000000,-11287350.000000,13749080559.000000
12M 2018,318326593222.000000,-261768099866.000000,56558493356.000000,-41058253958.000000,-2625072218.000000,-38741143713.000000,307961973.000000,-41058253958.000000,15500239398.000000,-24567916292.000000,52102944.000000,-18767917742.000000,-376252720.000000,478500000.000000,-5954348774.000000,-24567916292.000000,-9067676894.000000,-2196958334.000000,-11264635228.000000,,,-11264635228.000000,2317346620.000000,-8947288608.000000,-11264635228.000000,-11312922299.000000,48287071.000000,-11264635228.000000,-8947288608.000000,-9004649766.000000,57361158.000000,-8947288608.000000
12M 2019,404550079953.000000,-321615983876.000000,82934096077.000000,-49010401684.000000,-5082036657.000000,-44744348267.000000,815983240.000000,-49010401684.000000,33923694393.000000,-35216249205.000000,47815025.000000,,-303829932.000000,154402625.000000,-35114636923.000000,-35216249205.000000,-1292554812.000000,-2592068640.000000,-3884623452.000000,,,-3884623452.000000,4030469217.000000,145845765.000000,-3884623452.000000,-3925610246.000000,40986794.000000,-3884623452.000000,145845765.000000,93745387.000000,52100378.000000,145845765.000000
12M 2020,255667054258.000000,-206493445865.000000,49173608393.000000,-36786569653.000000,-3748432812.000000,-33860571994.000000,822435153.000000,-36786569653.000000,12387038740.000000,-26190490108.000000,16995587.000000,,-170126466.000000,206875861.000000,-26244235090.000000,-26190490108.000000,-13803451368.000000,-3497277239.000000,-17300728607.000000,,,-17300728607.000000,-258188766.000000,-17558917373.000000,-17300728607.000000,-17334483661.000000,33755054.000000,-17300728607.000000,-17558917373.000000,-17592784936.000000,33867563.000000,-17558917373.000000
12M 2021,276523184119.000000,-232939892559.000000,43583291560.000000,-48392993542.000000,-1418688076.000000,-33655396814.000000,-13318908652.000000,-48392993542.000000,-4809701982.000000,-23224517805.000000,5302157.000000,,-206515958.000000,2513418132.000000,-25536722136.000000,-23224517805.000000,-28034219787.000000,-3157714927.000000,-31191934714.000000,,,-31191934714.000000,1571119377.000000,-29620815337.000000,-31191934714.000000,-31219795084.000000,27860370.000000,-31191934714.000000,-29620815337.000000,-29655402886.000000,34587549.000000,-29620815337.000000
12M 2022,281984072223.000000,-244796951492.000000,37187120731.000000,-40337607229.000000,-2714625050.000000,-28427069112.000000,-9195913067.000000,-40337607229.000000,-3150486498.000000,-71329711889.000000,5907917.000000,,-212170733.000000,-42367865451.000000,-28755583622.000000,-71329711889.000000,-74480198387.000000,-823340458.000000,-75303538845.000000,,,-75303538845.000000,924208478.000000,-74379330367.000000,-75303538845.000000,-74772124509.000000,-531414336.000000,-75303538845.000000,-74379330367.000000,-73840338373.000000,-538991994.000000,-74379330367.000000
12M 2023,277802896905.000000,-236541640657.000000,41261256248.000000,-5651834129.000000,-3821735067.000000,-36165859288.000000,34335760226.000000,-5651834129.000000,35609422119.000000,-32435575412.000000,3082805.000000,,-246379895.000000,-2268123921.000000,-29924154401.000000,-32435575412.000000,3173846707.000000,-3053319371.000000,120527336.000000,,,120527336.000000,1428027649.000000,1548554985.000000,120527335.000000,550883793.000000,-430356458.000000,120527335.000000,1548554985.000000,1110590778.000000,437964207.000000,1548554985.000000
12M 2024,283911455819.000000,-241128262299.000000,42783193520.000000,-51685547882.000000,-4292555244.000000,-36734233142.000000,-10658759496.000000,-51685547882.000000,-8902354362.000000,-19071587327.000000,2001671.000000,,-359951603.000000,384039521.000000,-19097676916.000000,-19071587327.000000,-27973941689.000000,-2256081330.000000,-30230023019.000000,,,-30230023019.000000,-23364132025.000000,-53594155044.000000,-30230023019.000000,-30182790681.000000,-47232338.000000,-30230023019.000000,-53594155044.000000,-53478709119.000000,-115445925.000000,-53594155044.000000
