Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(32 B),(8 B),(41 B),-123.06
12M 2017,55 B,(63 B),(8 B),-23.59
12M 2018,(24 B),(10 B),(34 B),-103.93
12M 2019,(15 B),(17 B),(32 B),-96.94
12M 2020,(5 B),(6 B),(10 B),-31.62
12M 2021,(11 B),(1 B),(12 B),-37.35
12M 2022,392 B,(3 B),389 B,1179.22
12M 2023,(68 B),(3 B),(71 B),-215.00
12M 2024,(5 B),(2 B),(7 B),-10.66
