Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Pihak Berelasi,Properti Investasi,Aset Pajak Tangguhan,Tanah Untuk Dikembangkan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,91303402642.000000,5079953762.000000,,,5079953762.000000,6661730929.000000,,,6661730929.000000,21916422085.000000,127837016699.000000,252798526117.000000,,116074557835.000000,13012136132.000000,,10133960490.000000,36739250112.000000,102410210250.000000,278370114819.000000,531168640936.000000,,,142875234210.000000,8742159877.000000,,,8742159877.000000,9486521978.000000,,,9486521978.000000,1035951561.000000,2076639303.000000,,89166666667.000000,89166666667.000000,32367294824.000000,142875234210.000000,58763888350.000000,7366111889.000000,,42067967989.000000,42067967989.000000,9329808472.000000,58763888350.000000,201639122560.000000,,164780000000.000000,-37593011275.000000,204230201175.000000,,,204230201175.000000,123652702.000000,-2011324226.000000,329529518376.000000,531168640936.000000,329560000.000000
12M 2017,,,32456214006.000000,8865953946.000000,,,8865953946.000000,6017710620.000000,,,6017710620.000000,121950352503.000000,6137780873.000000,175428011948.000000,,169401927250.000000,11529835873.000000,,11620834321.000000,36739250112.000000,100123936066.000000,329415783622.000000,504843795570.000000,,,113026936519.000000,33568227026.000000,,,33568227026.000000,1731428317.000000,,,1731428317.000000,1178453039.000000,4015948170.000000,,40276386611.000000,40276386611.000000,32256493356.000000,113026936519.000000,57187885304.000000,7292915909.000000,,39831999996.000000,39831999996.000000,10062969399.000000,57187885304.000000,170214821823.000000,,164780000000.000000,-37593011275.000000,209261656384.000000,,,209261656384.000000,121538390.000000,-1941209752.000000,334628973747.000000,504843795570.000000,329560000.000000
12M 2018,,,28450123822.000000,8741371495.000000,,,8741371495.000000,6032651974.000000,,,6032651974.000000,104773770354.000000,5018235654.000000,153016153299.000000,,171340866078.000000,5749071655.000000,,11578394320.000000,46886433087.000000,100959660794.000000,336514425934.000000,489530579233.000000,,,38656037898.000000,4010827634.000000,,,4010827634.000000,738791154.000000,,,738791154.000000,1427405997.000000,2955890386.000000,,14453982956.000000,14453982956.000000,15069139771.000000,38656037898.000000,112698704991.000000,,,101477598449.000000,101477598449.000000,11221106542.000000,112698704991.000000,151354742889.000000,,164780000000.000000,-37593011275.000000,213311470307.000000,,,213311470307.000000,119663644.000000,-2442286332.000000,338175836344.000000,489530579233.000000,329560000.000000
12M 2019,,,23574823706.000000,8256483327.000000,,,8256483327.000000,16304200678.000000,,,16304200678.000000,204744184693.000000,7369551277.000000,260249243681.000000,,109376665349.000000,8170488327.000000,,11993558144.000000,46886433087.000000,103239483181.000000,279666628088.000000,539915871769.000000,,,63865260652.000000,10423164550.000000,,,10423164550.000000,340809421.000000,,,340809421.000000,1406713869.000000,2395721427.000000,,21097000177.000000,21097000177.000000,28201851208.000000,63865260652.000000,134961051039.000000,,,121916103850.000000,121916103850.000000,13044947189.000000,134961051039.000000,198826311691.000000,,164780000000.000000,-37593011275.000000,217010694032.000000,,,217010694032.000000,107035700.000000,-3215158379.000000,341089560078.000000,539915871769.000000,329560000.000000
12M 2020,,,14526837035.000000,11066440671.000000,,,11066440671.000000,10978450587.000000,,,10978450587.000000,200815633953.000000,1848049222.000000,239235411468.000000,,105514307391.000000,9333787814.000000,,8793974662.000000,46886433087.000000,111868682789.000000,282397185743.000000,521632597211.000000,,,32460422625.000000,3424282593.000000,,,3424282593.000000,291146154.000000,,,291146154.000000,2704986620.000000,4851131434.000000,,,,21188875824.000000,32460422625.000000,171819895290.000000,,,158475277002.000000,158475277002.000000,13344618288.000000,171819895290.000000,204280317915.000000,,164780000000.000000,-37593011275.000000,193138883312.000000,11650238596.000000,181488644716.000000,193138883312.000000,104779129.000000,-3078371870.000000,317352279296.000000,521632597211.000000,329560000.000000
12M 2021,,,7744898856.000000,2277415689.000000,,,2277415689.000000,9989772190.000000,,,9989772190.000000,210003410070.000000,1711809103.000000,231727305908.000000,,98781452465.000000,7123673938.000000,,6109549659.000000,40978933088.000000,107283028471.000000,260276637621.000000,492003943529.000000,,,25169388600.000000,2654644518.000000,,,2654644518.000000,358566630.000000,,,358566630.000000,3403607934.000000,6282391993.000000,,,,12470177525.000000,25169388600.000000,165376670553.000000,,,158550700974.000000,158550700974.000000,6825969579.000000,165376670553.000000,190546059153.000000,,164780000000.000000,-37593011275.000000,175272714657.000000,11650238596.000000,163622476061.000000,175272714657.000000,109902285.000000,-1111721291.000000,301457884376.000000,492003943529.000000,329560000.000000
12M 2022,,,213584665738.000000,1113814659.000000,,,1113814659.000000,11756902639.000000,,,11756902639.000000,156751609283.000000,1529919243.000000,384736911562.000000,,94436287662.000000,32696146649.000000,,6509170441.000000,41091128087.000000,91899427720.000000,266632160559.000000,651369072121.000000,,,63177226921.000000,2540376946.000000,,,2540376946.000000,492814978.000000,,,492814978.000000,47608555680.000000,5593944178.000000,,289200033.000000,289200033.000000,6652335106.000000,63177226921.000000,6953675803.000000,,,2056533508.000000,2056533508.000000,4897142295.000000,6953675803.000000,70130902724.000000,,164780000000.000000,-37593011275.000000,454208432903.000000,11650238596.000000,442558194307.000000,454208432903.000000,109531051.000000,-266783283.000000,581238169396.000000,651369072120.000000,329560000.000000
12M 2023,,,6760215783.000000,2295513039.000000,,,2295513039.000000,11762676223.000000,,,11762676223.000000,155293185434.000000,69538256877.000000,245649847356.000000,,92302243039.000000,34872656436.000000,13129453312.000000,6885753423.000000,41091128087.000000,98419372417.000000,286700606714.000000,532350454070.000000,,,10381077829.000000,2017851478.000000,,,2017851478.000000,490723836.000000,,,490723836.000000,1419486009.000000,2749442425.000000,,289200033.000000,289200033.000000,3414374048.000000,10381077829.000000,5343998905.000000,,,1735200138.000000,1735200138.000000,3608798767.000000,5343998905.000000,15725076734.000000,,164780000000.000000,-37593011275.000000,388663220977.000000,14650238596.000000,374012982381.000000,388663220977.000000,109783621.000000,665384013.000000,516625377336.000000,532350454070.000000,329560000.000000
12M 2024,,,5657035899.000000,1065520244.000000,,,1065520244.000000,12304153112.000000,,,12304153112.000000,168361254568.000000,66552122689.000000,253940086512.000000,,88550895775.000000,34279723016.000000,14587600740.000000,6865073456.000000,30617592899.000000,100405896576.000000,275306782462.000000,529246868974.000000,,,14238662161.000000,1363538160.000000,,,1363538160.000000,502441753.000000,,,502441753.000000,1831264543.000000,2706234513.000000,,3271148622.000000,3271148622.000000,4564034570.000000,14238662161.000000,5441828795.000000,,,1253204127.000000,1253204127.000000,4188624668.000000,5441828795.000000,19680490956.000000,,164780000000.000000,-37593011275.000000,381916582296.000000,14655238596.000000,367261343700.000000,381916582296.000000,110633183.000000,352173814.000000,509566378018.000000,529246868974.000000,659912000.000000
