Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.95,642.10,0.95,642.10,11 B,72 B,82 B,30 B,25 B
12M 2009,0.85,886.28,0.85,886.28,12 B,70 B,82 B,28 B,29 B
12M 2010,1.27,1040.62,1.27,1040.62,13 B,67 B,81 B,23 B,36 B
12M 2011,1.56,1240.42,1.56,1240.42,14 B,53 B,67 B,(15 B),60 B
12M 2012,2.17,228.97,2.17,228.97,15 B,37 B,,(23 B),61 B
12M 2013,2.24,259.16,2.24,259.16,18 B,80 B,98 B,(33 B),108 B
12M 2014,1.99,274.36,1.99,274.36,17 B,63 B,80 B,(33 B),101 B
12M 2015,1.58,259.64,1.58,259.64,13 B,50 B,63 B,7 B,38 B
12M 2016,3.58,251.69,3.58,251.69,21 B,119 B,139 B,74 B,45 B
12M 2017,4.65,268.95,4.65,268.95,23 B,94 B,117 B,41 B,46 B
12M 2018,2.55,259.10,2.55,259.10,22 B,50 B,73 B,40 B,1 B
12M 2019,1.43,232.79,1.43,232.79,14 B,66 B,79 B,38 B,15 B
12M 2020,5.87,182.21,5.87,182.21,10 B,66 B,76 B,60 B,(12 B)
12M 2021,4.19,158.80,4.19,158.80,20 B,68 B,88 B,71 B,(32 B)
12M 2022,2.83,147.93,2.83,147.93,17 B,68 B,85 B,69 B,(43 B)
12M 2023,2.66,161.90,2.66,161.90,21 B,52 B,73 B,42 B,(19 B)
12M 2024,4.21,163.97,4.21,163.97,26 B,29 B,55 B,29 B,(32 B)
