Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,-0.75,-139.28,-0.75,-139.28,198 B,0 B,198 B,196 B,(162 B)
12M 2009,-1.19,-151.12,-1.19,-151.12,170 B,,170 B,169 B,(154 B)
12M 2010,-0.86,-168.32,-0.86,-168.32,149 B,11 B,160 B,160 B,(152 B)
12M 2011,-1.60,-90.35,-1.60,-90.35,,63 B,63 B,61 B,(1 B)
12M 2012,-31.25,-21.44,-1.41,-474.72,,,,(8 B),(500 B)
12M 2013,-1.29,-142.91,-0.26,-722.93,,,,(4 B),(731 B)
12M 2014,-2.34,-208.69,-0.61,-800.26,,,,(19 B),(734 B)
12M 2015,-0.10,-916.58,-0.10,-916.58,,,,(5 B),(818 B)
12M 2016,-0.29,-839.35,-0.29,-839.35,,,,(12 B),(760 B)
12M 2017,-0.12,-787.81,-0.12,-787.81,,,,(29 B),(725 B)
12M 2018,-0.10,-824.32,-0.10,-824.32,,,,(16 B),(754 B)
12M 2019,-0.08,-804.53,-0.08,-804.53,,,,(30 B),(715 B)
12M 2020,-0.09,-814.68,-0.09,-814.68,,,,(37 B),(703 B)
12M 2021,-0.16,-838.84,-0.16,-838.84,,,,(35 B),(688 B)
12M 2022,-0.10,-890.49,-0.10,-890.49,,,,(13 B),(706 B)
12M 2023,-0.06,-850.19,-0.06,-850.19,,,,(4 B),(656 B)
12M 2024,-2.51,-886.86,-2.51,-886.86,,,,(20 B),(663 B)
