Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Tagihan Bruto Kepada Pemberi Kerja,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Investasi,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1698147338.000000,10151177024.000000,1194077474.000000,8957099550.000000,10151177024.000000,960583726.000000,7861578800.000000,20671486888.000000,,107263749419.000000,9085142211.000000,,116348891630.000000,137020378518.000000,,,59529217508.000000,53070894454.000000,,,,581458766.000000,,751557580.000000,,4360713527.000000,764593181.000000,5125306708.000000,,59529217508.000000,55016514223.000000,,53744504968.000000,805864255.000000,54550369223.000000,466145000.000000,55016514223.000000,114545731731.000000,,20000000000.000000,,2604159787.000000,,2604159787.000000,2604159787.000000,,,-129513000.000000,22474646787.000000,137020378518.000000,800000000.000000
12M 2020,,,931086534.000000,1253199708.000000,57796406.000000,1195403302.000000,1253199708.000000,6300590900.000000,4833695779.000000,13318572921.000000,,147402151680.000000,6842347632.000000,1140225000.000000,155384724312.000000,168703297233.000000,,,69689655173.000000,64114272770.000000,,,,277820858.000000,,247124535.000000,,4138547987.000000,736139023.000000,4874687010.000000,175750000.000000,69689655173.000000,49095951971.000000,,48644534738.000000,69725233.000000,48714259971.000000,381692000.000000,49095951971.000000,118785607144.000000,,25000000125.000000,26329108079.000000,-1441065115.000000,,-1441065115.000000,-1441065115.000000,,,29647000.000000,49917690089.000000,168703297233.000000,1000000000.000000
12M 2021,,,3786778817.000000,656434570.000000,,656434570.000000,656434570.000000,7105553262.000000,280693074.000000,11829459723.000000,,155404947377.000000,7333482912.000000,,162738430289.000000,174567890012.000000,,,73186923487.000000,60658653500.000000,,908239737.000000,908239737.000000,628979641.000000,2245000000.000000,191736138.000000,,8060226600.000000,60754538.000000,8120981138.000000,433333333.000000,73186923487.000000,51194740143.000000,,50932657459.000000,8970684.000000,50941628143.000000,253112000.000000,51194740143.000000,124381663630.000000,,25000000125.000000,26329108079.000000,-1354247822.000000,,-1354247822.000000,-1354247822.000000,,,211366000.000000,50186226382.000000,174567890012.000000,1000000005.000000
12M 2022,,,998573206.000000,2968543657.000000,,2968543657.000000,2968543657.000000,20012302541.000000,2683406053.000000,26662825457.000000,,167207609806.000000,5353191285.000000,,172560801091.000000,199223626548.000000,,,62132994420.000000,30658437449.000000,,962225467.000000,962225467.000000,319391491.000000,,106749624.000000,,20154676346.000000,15396222.000000,20170072568.000000,9916117821.000000,62132994420.000000,77733354668.000000,,77038730890.000000,407697778.000000,77446428668.000000,286926000.000000,77733354668.000000,139866349088.000000,,30000000325.000000,35519812879.000000,-6320323744.000000,,-6320323744.000000,-6320323744.000000,,,157788000.000000,59357277460.000000,199223626548.000000,1200000013.000000
12M 2023,,,597695837.000000,4331160108.000000,,4331160108.000000,4331160108.000000,15065758135.000000,270308363.000000,20264922443.000000,,169196386738.000000,4568628255.000000,,173765014993.000000,194029937436.000000,,,53008821351.000000,35571531712.000000,,2153015522.000000,2153015522.000000,582928197.000000,,60116124.000000,,13816880717.000000,156336000.000000,13973216717.000000,668013079.000000,53008821351.000000,88066797047.000000,,87592558269.000000,101539778.000000,87694098047.000000,372699000.000000,88066797047.000000,141075618398.000000,,30000017400.000000,35519795804.000000,-12695657166.000000,,-12695657166.000000,-12695657166.000000,,,130163000.000000,52954319038.000000,194029937436.000000,1200000696.000000
12M 2024,,,669555341.000000,1521839341.000000,,1521839341.000000,1521839341.000000,18185720570.000000,212597588.000000,20589712840.000000,,169196386738.000000,3464226666.000000,,172660613404.000000,193250326244.000000,,,67897718498.000000,35571531712.000000,,3031096303.000000,3031096303.000000,10290761.000000,63469801.000000,22659001.000000,,14916550717.000000,99625778.000000,15016176495.000000,14182494425.000000,67897718498.000000,80863193885.000000,,80459007885.000000,,80459007885.000000,404186000.000000,80863193885.000000,148760912383.000000,,30000017400.000000,35519795804.000000,-21189071343.000000,,-21189071343.000000,-21189071343.000000,,,158672000.000000,44489413861.000000,193250326244.000000,1200000696.000000
