Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,768.20,0.00,768.20,78 B,,78 B,49 B,71 B
12M 2011,1.30,152.53,1.30,152.53,170 B,,170 B,(326 B),647 B
12M 2012,1.11,207.46,1.11,207.46,167 B,,167 B,(343 B),761 B
12M 2013,0.70,225.54,0.70,225.54,14 B,66 B,80 B,(672 B),804 B
12M 2014,0.70,247.07,0.70,247.07,20 B,93 B,113 B,59 B,635 B
12M 2015,0.15,796.81,0.15,796.81,20 B,170 B,190 B,55 B,580 B
12M 2016,0.16,823.51,0.16,823.51,21 B,223 B,245 B,105 B,718 B
12M 2017,0.18,847.92,0.18,847.92,70 B,242 B,312 B,137 B,791 B
12M 2018,0.16,875.54,0.16,875.54,74 B,329 B,404 B,21 B,"1,024 B"
12M 2019,0.17,891.88,0.17,891.88,387 B,37 B,424 B,50 B,819 B
12M 2020,0.15,885.74,0.15,885.74,48 B,299 B,347 B,109 B,"1,188 B"
12M 2021,0.21,889.07,0.21,889.07,11 B,325 B,337 B,244 B,"1,200 B"
12M 2022,0.17,893.14,0.17,893.14,65 B,472 B,538 B,459 B,"1,357 B"
12M 2023,0.17,900.92,0.17,900.92,99 B,448 B,547 B,226 B,"1,607 B"
12M 2024,0.15,910.15,0.15,910.15,142 B,205 B,347 B,(53 B),"1,719 B"
