Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,(126 B),(16 B),(143 B),-123.01
12M 2016,78 B,(1 B),77 B,66.51
12M 2017,22 B,(1 B),21 B,18.28
12M 2018,(20 B),(1 B),(21 B),-18.09
12M 2019,123 B,(1 B),122 B,104.88
12M 2020,110 B,(4 B),106 B,91.51
12M 2021,148 B,(4 B),144 B,124.24
12M 2022,298 B,(1 B),297 B,256.13
12M 2023,45 B,(60 B),(15 B),-12.58
12M 2024,81 B,(34 B),47 B,40.88
