Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,6003378823540.000000,-5978006085018.000000,25372738522.000000,-9663304921.000000,-137638770.000000,-9525666151.000000,,-9663304921.000000,15709433601.000000,-572889998.000000,4353189.000000,-577243187.000000,,-572889998.000000,15136543603.000000,-3797209705.000000,11339333898.000000,91621129.000000,11430955027.000000,11339333898.000000,11339333931.000000,-33.000000,11339333898.000000,11430955027.000000,11430955060.000000,-33.000000,11430955027.000000
12M 2019,9629825396769.000000,-9602407572204.000000,27417824565.000000,-15705365254.000000,-3785627046.000000,-11919738208.000000,,-15705365254.000000,11712459311.000000,3291969154.000000,3685028402.000000,-801348920.000000,408289672.000000,3291969154.000000,15004428465.000000,-3172508866.000000,11831919599.000000,-2181178.000000,11829738421.000000,11831919599.000000,11831919822.000000,-223.000000,11831919599.000000,11829738421.000000,11829738644.000000,-223.000000,11829738421.000000
12M 2020,3156659950866.000000,-3136478723305.000000,20181227561.000000,-21219167092.000000,-53317206.000000,-21165849886.000000,,-21219167092.000000,-1037939531.000000,5332771342.000000,871635953.000000,-622137786.000000,5083273175.000000,5332771342.000000,4294831811.000000,-60625478.000000,4234206333.000000,-42922084.000000,4191284249.000000,4234206333.000000,3862759566.000000,371446767.000000,4234206333.000000,4191284249.000000,3819837482.000000,371446767.000000,4191284249.000000
12M 2021,3489267765180.000000,-3473699086397.000000,15568678783.000000,-21822139289.000000,-2807132347.000000,-19015006942.000000,,-21822139289.000000,-6253460506.000000,-189924795.000000,23947852.000000,-215175963.000000,1303316.000000,-189924795.000000,-6443385301.000000,-780620952.000000,-7224006253.000000,39205351.000000,-7184800902.000000,-7224006253.000000,-7436765987.000000,212759734.000000,-7224006253.000000,-7184800902.000000,-7397560636.000000,212759734.000000,-7184800902.000000
12M 2022,4116137837804.000000,-4104722081920.000000,11415755884.000000,-34321146117.000000,-11108714542.000000,-23212431575.000000,,-34321146117.000000,-22905390233.000000,-94124584.000000,1348966.000000,-355463469.000000,259989919.000000,-94124584.000000,-22999514817.000000,129799881.000000,-22869714936.000000,-69308059.000000,-22939022995.000000,-22869714936.000000,-22864089637.000000,-5625299.000000,-22869714936.000000,-22939022995.000000,-22933397696.000000,-5625299.000000,-22939022995.000000
12M 2023,2154529401286.000000,-2153568070676.000000,961330610.000000,-43273442982.000000,-1339709097.000000,-41933733885.000000,,-43273442982.000000,-42312112372.000000,109940457.000000,358915.000000,-386828.000000,109968370.000000,109940457.000000,-42202171915.000000,43508512.000000,-42158663403.000000,177622711.000000,-41981040692.000000,-42158663403.000000,-42132477656.000000,-26185747.000000,-42158663403.000000,-41981040692.000000,-41954854945.000000,-26185747.000000,-41981040692.000000
12M 2024,32132752638.000000,-32132082452.000000,670186.000000,-18867286669.000000,,-18867286669.000000,,-18867286669.000000,-18866616483.000000,279001.000000,99001.000000,,180000.000000,279001.000000,-18866337482.000000,,-18866337482.000000,,-18866337482.000000,-18866337482.000000,-18866337334.000000,-148.000000,-18866337482.000000,-18866337482.000000,-18866337334.000000,-148.000000,-18866337482.000000
