Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,130.75,0.00,113.55,5 B,,5 B,3 B,47 B
12M 2019,2.85,231.26,3.80,173.83,,,,(72 B),263 B
12M 2020,1.28,233.77,1.62,184.73,43 B,0 B,43 B,43 B,288 B
12M 2021,1.49,228.91,1.81,188.17,4 B,,4 B,3 B,376 B
12M 2022,0.25,213.87,0.32,170.03,5 B,1 B,6 B,6 B,271 B
12M 2023,0.27,186.34,0.34,146.94,5 B,7 B,12 B,12 B,253 B
12M 2024,0.11,173.98,0.14,137.29,5 B,9 B,14 B,14 B,240 B
