Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,126769401798.000000,-79736931460.000000,47032470338.000000,-25809418100.000000,-577041666.000000,-25232376434.000000,-25809418100.000000,21223052238.000000,-980425136.000000,-460636981.000000,-279433885.000000,610543938.000000,-850898208.000000,-980425136.000000,20242627102.000000,-646762570.000000,19595864532.000000,302764388.000000,,302764388.000000,19898628920.000000,19595864532.000000,17817524627.000000,1778339905.000000,19595864532.000000,19898628920.000000,18120026385.000000,1778602535.000000,19898628920.000000
12M 2019,244868941949.000000,-177587867174.000000,67281074775.000000,-57741620544.000000,-511935715.000000,-57229684829.000000,-57741620544.000000,9539454231.000000,-813956795.000000,-741422982.000000,-223248184.000000,369226184.000000,-218511813.000000,-813956795.000000,8725497436.000000,-2667273158.000000,6058224278.000000,324693710.000000,,324693710.000000,6382917988.000000,6058224278.000000,4736069334.000000,1322154944.000000,6058224278.000000,6382917988.000000,5046837420.000000,1336080568.000000,6382917988.000000
12M 2020,438937879933.000000,-387806037602.000000,51131842331.000000,-34981898381.000000,-182882522.000000,-34799015859.000000,-34981898381.000000,16149943950.000000,-4156880879.000000,-1367011707.000000,-641371694.000000,622443149.000000,-2770940627.000000,-4156880879.000000,11993063071.000000,-3199392336.000000,8793670735.000000,-171590059.000000,,-171590059.000000,8622080676.000000,8793670735.000000,7504881464.000000,1288789271.000000,8793670735.000000,8622080676.000000,7347154981.000000,1274925695.000000,8622080676.000000
12M 2021,605519140299.0,-530230981071.0,75288159228.0,-39435418695.0,-504486782.0,-38930931913.0,-39435418695.0,35852740533.0,-3000222881.0,-1366944901.0,146628013.0,454797764.0,-2234703757.0,-3000222881.0,32852517652.0,-8213773527.0,24638744125.0,533260560.0,533260560.0,533260560.0,25172004685.0,24638744125.0,22159367268.0,2479376857.0,24638744125.0,25172004685.0,22684124554.0,2487880131.0,25172004685.0
12M 2022,1694478768356.0,-1489340965505.0,205137802851.0,-132094751178.0,-22868691086.0,-109226060092.0,-132094751178.0,73043051673.0,-4227411446.0,-1962204587.0,3146572574.0,2708012411.0,-8119791844.0,-4227411446.0,68815640227.0,-20691985506.0,48123654721.0,-4265866899.0,-4265866899.0,-4265866899.0,43857787822.0,48123654721.0,41382576571.0,6741078150.0,48123654721.0,43857787822.0,37130710826.0,6727076996.0,43857787822.0
12M 2023,2491597048794.0,-2191522034190.0,300075014604.0,-192715287052.0,-41803507703.0,-150911779349.0,-192715287052.0,107359727552.0,-11037258133.0,-3543708339.0,-159629601.0,2543759836.0,-9877680029.0,-11037258133.0,96322469419.0,-27817605203.0,68504864216.0,-107428343.0,-107428343.0,-107428343.0,68397435873.0,68504864216.0,69017284028.0,-512419812.0,68504864216.0,68397435873.0,68896364887.0,-498929014.0,68397435873.0
12M 2024,2602278328490.0,-2316163833852.0,286114494638.0,-182248470108.0,-42576611668.0,-139671858440.0,-182248470108.0,103866024530.0,6392315547.0,-4046031294.0,107855013.0,2391167411.0,7939324417.0,6392315547.0,110258340077.0,-31083365012.0,79174975065.0,4292134699.0,4292134699.0,4292134699.0,83467109764.0,79174975065.0,73920990082.0,5253984983.0,79174975065.0,83467109764.0,78128874378.0,5338235386.0,83467109764.0
