Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,12 B,(70 B),(58 B),-290416.08
12M 2019,(0 B),(25 B),(25 B),-126704.74
12M 2020,9 B,(6 B),3 B,14452.33
12M 2021,43 B,(21 B),22 B,2.37
12M 2022,(98 B),(228 B),(326 B),-27.33
12M 2023,202 B,(206 B),(4 B),-0.33
12M 2024,64 B,(126 B),(62 B),-5.20
