Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2022,(1 B),(48 B),(49 B),-9.52
12M 2023,(110 B),(11 B),(121 B),-18.86
12M 2024,22 B,(0 B),21 B,3.28
