Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,6.71,6.71,0.0,1.17,0.0,0.0,-0.07,0.0,0.17
12M 2022,1.63,1.63,0.0,1.29,0.0,0.0,-0.06,0.0,0.29
12M 2023,13.59,13.59,0.0,1.07,0.0,0.0,-0.06,0.0,0.07
12M 2024,5.02,5.0,0.06,1.22,0.0,0.0,-0.12,0.05,0.22
