Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2022,5.11 B,0.03,0.00,0.00,5.65 B,0.26%,0.34%,2.00%,
12M 2023,6.39 B,0.08,625.00,2.27,15.15 B,0.27%,0.29%,0.75%,
12M 2024,6.44 B,0.74,201.35,10.21,21.66 B,2.04%,2.49%,4.17%,
