Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Pinjaman Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,97281936.000000,440000000.000000,,440000000.000000,440000000.000000,1136466957.000000,28300000.000000,1108166957.000000,1136466957.000000,,,1673748893.000000,,33559761.000000,,,33559761.000000,1707308654.000000,,,249478912.000000,,,,25074500.000000,25074500.000000,,,200068412.000000,200068412.000000,9336000.000000,15000000.000000,,,,,249478912.000000,,,,,,,249478912.000000,,600000000.000000,,857829742.000000,,857829742.000000,857829742.000000,,1457829742.000000,1707308654.000000,600.000000
12M 2022,,,3343483316.000000,9992220000.000000,9992220000.000000,,9992220000.000000,,,,,,9705940477.000000,23041643793.000000,,42892866865.000000,,1292655686.000000,44185522551.000000,67227166344.000000,,,14160629799.000000,,,,11301400000.000000,11301400000.000000,,163784210.000000,856334842.000000,1020119052.000000,475321410.000000,1057175000.000000,,306614337.000000,306614337.000000,,14160629799.000000,911173727.000000,21116508.000000,,,890057219.000000,911173727.000000,15071803526.000000,,51120000000.000000,,1034426037.000000,171565949.000000,862860088.000000,1034426037.000000,936780.000000,52155362817.000000,67227166343.000000,5112000000.000000
12M 2023,,,10215396429.000000,79080936772.000000,79080936772.000000,,79080936772.000000,,,,,,59846032046.000000,149142365247.000000,,40547468708.000000,277946680.000000,,40825415388.000000,189967780635.000000,,,10976362990.000000,,,,5057405500.000000,5057405500.000000,,1500000000.000000,2913039907.000000,4413039907.000000,590268288.000000,446920832.000000,,402128463.000000,402128463.000000,66600000.000000,10976362990.000000,1072298862.000000,,,,1072298862.000000,1072298862.000000,12048661852.000000,,63900155540.000000,112832564250.000000,1185601554.000000,171565949.000000,1014035605.000000,1185601554.000000,797439.000000,177919118783.000000,189967780635.000000,6390015554.000000
12M 2024,,,33537477381.000000,49938581725.000000,49938581725.000000,,49938581725.000000,17343258386.000000,10162715255.000000,7180543131.000000,17343258386.000000,730135000.000000,102179029073.000000,203728481565.000000,,27412824333.000000,650905142.000000,8500000.000000,28072229475.000000,231800711040.000000,,,40592745064.000000,10995248823.000000,,2185671287.000000,4185942914.000000,6371614201.000000,,6437870994.000000,4813777562.000000,11251648556.000000,3231551580.000000,8120571960.000000,,622109944.000000,622109944.000000,,40592745064.000000,1290338354.000000,,,,1290338354.000000,1290338354.000000,41883083418.000000,,64414351280.000000,119549781428.000000,5952240003.000000,171565949.000000,5780674054.000000,5952240003.000000,1254911.000000,189917627622.000000,231800711040.000000,6441435128.000000
