Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.49,347.65,0.49,347.65,4 B,0 B,4 B,(38 B),169 B
12M 2009,0.70,378.06,0.70,378.06,5 B,1 B,6 B,(53 B),208 B
12M 2010,0.94,429.29,0.94,429.29,38 B,11 B,49 B,5 B,161 B
12M 2011,0.80,455.46,0.80,455.46,48 B,25 B,73 B,37 B,150 B
12M 2012,0.75,503.33,0.75,503.33,31 B,20 B,51 B,(0 B),213 B
12M 2013,0.56,734.81,0.56,734.81,44 B,14 B,58 B,8 B,247 B
12M 2014,0.45,789.22,0.45,789.22,59 B,6 B,65 B,(7 B),282 B
12M 2015,0.42,881.07,0.42,881.07,110 B,7 B,117 B,40 B,270 B
12M 2016,0.49,911.35,0.49,911.35,143 B,14 B,158 B,63 B,272 B
12M 2017,0.35,1012.31,0.35,1012.31,128 B,12 B,139 B,19 B,257 B
12M 2018,0.35,1062.83,0.35,1062.83,169 B,44 B,213 B,179 B,208 B
12M 2019,0.30,1145.37,0.31,1121.69,223 B,36 B,259 B,224 B,161 B
12M 2020,0.26,1134.49,0.26,1134.49,206 B,31 B,237 B,181 B,186 B
12M 2021,0.34,1184.26,0.34,1184.26,217 B,19 B,236 B,176 B,197 B
12M 2022,0.43,1248.33,0.43,1248.33,262 B,18 B,279 B,228 B,222 B
12M 2023,0.40,1484.43,0.40,1484.43,264 B,21 B,285 B,224 B,252 B
12M 2024,0.32,1546.02,0.32,1546.02,289 B,13 B,302 B,222 B,302 B
