Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(56 B),(46 B),(102 B),-92.97
12M 2017,(113 B),(17 B),(130 B),-99.12
12M 2018,(27 B),(3 B),(30 B),-22.96
12M 2019,(67 B),(0 B),(68 B),-51.77
12M 2020,(3 B),(0 B),(3 B),-2.57
12M 2021,28 B,(1 B),27 B,20.41
12M 2022,(1 B),(1 B),(2 B),-1.74
12M 2023,3 B,(3 B),0 B,0.11
12M 2024,9 B,(5 B),4 B,3.03
