Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Properti Investasi,Aset Pajak Tangguhan,Aset Tak Berwujud,Piutang Lain-Lain,Aset Tetap,Tanah Untuk Dikembangkan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,13814250315.000000,34420071398.000000,491320021.000000,33928751377.000000,34420071398.000000,,,,,843381901.000000,145182373728.000000,194260077342.000000,,27118285016.000000,,416745391.000000,,,1490280869.000000,28845637861.000000,,57870949137.000000,252131026479.000000,,,129274386507.000000,39556533436.000000,,38639408280.000000,494685254.000000,39134093534.000000,3937869810.000000,,,,,2479740469.000000,,,350438400.000000,350438400.000000,43815710858.000000,129274386507.000000,1758718200.000000,538439200.000000,,,,,,1220279000.000000,1758718200.000000,131033104707.000000,,110000000000.000000,1456873528.000000,9231378057.000000,,,9231378057.000000,414168983.000000,-4498796.000000,121097921772.000000,252131026479.000000,1100000000.000000
12M 2017,,,5225680794.000000,26800356318.000000,8192440972.000000,18607915346.000000,26800356318.000000,,,,,3797741171.000000,46437152732.000000,82260931015.000000,,37157756011.000000,,415792562.000000,,,13202102662.000000,201747522198.000000,109090909.000000,252632264342.000000,334893195357.000000,,,108611159568.000000,39922125000.000000,,37141292934.000000,1801257433.000000,38942550367.000000,1047019180.000000,,,,,1328599468.000000,,,471066576.000000,471066576.000000,26899798977.000000,108611159568.000000,2018560125.000000,385275125.000000,,,,,,1633285000.000000,2018560125.000000,110629719693.000000,,130700000000.000000,39342058333.000000,9788981942.000000,,,9788981942.000000,43502213204.000000,930222185.000000,224263475664.000000,334893195357.000000,1307000000.000000
12M 2018,,,3659464614.000000,21484100097.000000,2374739135.000000,19109360962.000000,21484100097.000000,,,,,891517919.000000,53345198941.000000,79380281571.000000,,43364899806.000000,3240000000.000000,2502294806.000000,,,13772357467.000000,253756751434.000000,8474838585.000000,325111142098.000000,404491423669.000000,,,184991825151.000000,22000000000.000000,,33015421938.000000,794906420.000000,33810328358.000000,6586910321.000000,,,,,1632772025.000000,,,244283620.000000,244283620.000000,120717530827.000000,184991825151.000000,3859437681.000000,135911681.000000,2200000000.000000,,,,,1523526000.000000,3859437681.000000,188851262832.000000,,130700000000.000000,39342058333.000000,-19445068903.000000,,,-19445068903.000000,64112949222.000000,930222185.000000,215640160837.000000,404491423669.000000,1307000000.000000
12M 2019,,,9862846593.000000,11164031122.000000,1221644121.000000,9942387001.000000,11164031122.000000,1178027764.000000,727232395.000000,450795369.000000,1178027764.000000,3452400229.000000,48749427667.000000,74406733375.000000,,45387583438.000000,,2741653412.000000,1298447447.000000,,10446754671.000000,325010387021.000000,13192983321.000000,398077809310.000000,472484542685.000000,,,263682992870.000000,17250000000.000000,,27927833980.000000,1387090426.000000,29314924406.000000,444049212.000000,,140848396782.000000,18070247768.000000,158918644550.000000,1130847357.000000,,,221294800.000000,221294800.000000,56403232545.000000,263682992870.000000,2409036655.000000,145376000.000000,,,,,,2263660655.000000,2409036655.000000,266092029525.000000,,130700000000.000000,40272280518.000000,-26816142462.000000,,,-26816142462.000000,62236375104.000000,,206392513160.000000,472484542685.000000,1307000000.000000
12M 2020,,,4691891860.000000,1622487883.000000,1065698158.000000,556789725.000000,1622487883.000000,3393016300.000000,1687436578.000000,1705579722.000000,3393016300.000000,398406833658.000000,36827160264.000000,444941389965.000000,,41045912419.000000,5675352647.000000,2938205435.000000,699164010.000000,,26214874887.000000,16172132643.000000,576003988.000000,93321646029.000000,538263035994.000000,,,249024359927.000000,3258485081.000000,,8636593933.000000,,8636593933.000000,701175871.000000,,114418218278.000000,15132212609.000000,129550430887.000000,3302400309.000000,,6578362137.000000,,6578362137.000000,96996911709.000000,249024359927.000000,21203162547.000000,,15668479628.000000,,,,,5534682919.000000,21203162547.000000,270227522474.000000,,130700000000.000000,29367881564.000000,-23314829826.000000,,,-23314829826.000000,131282461782.000000,,268035513520.000000,538263035994.000000,1307000000.000000
12M 2021,,,7378923559.000000,3925950982.000000,3308929924.000000,617021058.000000,3925950982.000000,1526064563.000000,1090422602.000000,435641961.000000,1526064563.000000,387991483844.000000,29371958638.000000,430194381586.000000,,42442994584.000000,3048448278.000000,3242001015.000000,103480573.000000,,30015217562.000000,16172132643.000000,917484375.000000,95941759030.000000,526136140616.000000,,,218419841952.000000,554293200.000000,,8631404588.000000,,8631404588.000000,1495276748.000000,,95743045702.000000,12193179972.000000,107936225674.000000,6842111263.000000,,2416041901.000000,155158831.000000,2571200732.000000,90389329747.000000,218419841952.000000,20738972473.000000,423573013.000000,15415277772.000000,,,,,4900121688.000000,20738972473.000000,239158814425.000000,,130700000000.000000,29367881564.000000,-13320468473.000000,,,-13320468473.000000,140229913100.000000,,286977326191.000000,526136140616.000000,1307000000.000000
12M 2022,,,14173605141.000000,2373747905.000000,1821925780.000000,551822125.000000,2373747905.000000,987292170.000000,61828413.000000,925463757.000000,987292170.000000,379297785224.000000,27447546508.000000,424279976948.000000,,48198354712.000000,3048448278.000000,434680381.000000,27162501.000000,,48495944776.000000,20714649044.000000,1467231530.000000,122386471222.000000,546666448170.000000,,,219190277293.000000,,,11069668956.000000,,11069668956.000000,1565953234.000000,,88031490527.000000,24962237409.000000,112993727936.000000,5106185197.000000,,3204973818.000000,531456749.000000,3736430567.000000,84718311403.000000,219190277293.000000,17028802506.000000,603815223.000000,8735574271.000000,,,,,7689413012.000000,17028802506.000000,236219079799.000000,,130700000000.000000,29367881564.000000,-1364205050.000000,,,-1364205050.000000,151743691857.000000,,310447368371.000000,546666448170.000000,1307000000.000000
12M 2023,,,6653562665.000000,857363364.000000,324467428.000000,532895936.000000,857363364.000000,794229139.000000,32171800.000000,762057339.000000,794229139.000000,390011588737.000000,26030361536.000000,424347105441.000000,,48326285715.000000,3048448278.000000,316485538.000000,490975000.000000,,50212651738.000000,20531419043.000000,1436309125.000000,124362574437.000000,548709679878.000000,,,209812684480.000000,3946751406.000000,,10766044315.000000,,10766044315.000000,299658721.000000,,78756349427.000000,19120736151.000000,97877085578.000000,5389581334.000000,,2635609270.000000,548960833.000000,3184570103.000000,88348993023.000000,209812684480.000000,22856165635.000000,263369696.000000,16738801727.000000,,,,,5853994212.000000,22856165635.000000,232668850115.000000,,130700000000.000000,29367881564.000000,118597959.000000,,,118597959.000000,155854350240.000000,,316040829763.000000,548709679878.000000,1307000000.000000
12M 2024,,,1555835982.000000,1746789393.000000,1746789393.000000,,1746789393.000000,363797692.000000,,363797692.000000,363797692.000000,380986378558.000000,12202260520.000000,396855062145.000000,,48515063454.000000,2888474006.000000,319201716.000000,362875000.000000,,51565816050.000000,20531419043.000000,979129126.000000,125161978395.000000,522017040540.000000,,,167740308862.000000,1722231115.000000,,6408918138.000000,,6408918138.000000,1086042832.000000,,64475419791.000000,9773204546.000000,74248624337.000000,207669152.000000,,3278366246.000000,219495934.000000,3497862180.000000,80568961108.000000,167740308862.000000,24283921787.000000,46124735.000000,20069867938.000000,,,,,4167929114.000000,24283921787.000000,192024230649.000000,,130700000000.000000,29367881564.000000,6984407342.000000,,,6984407342.000000,162940520985.000000,,329992809891.000000,522017040540.000000,1307000000.000000
