Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Others,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,77972708731.000000,-59197981693.000000,18774727038.000000,-7819582775.000000,,,,-7819582775.000000,10955144263.000000,-1416039617.000000,-3432420004.000000,,-839490096.000000,2855870483.000000,-1416039617.000000,9539104646.000000,-3053997917.000000,-1786623947.000000,176444641.000000,-1443818611.000000,,-3053997917.000000,6485106729.000000,,6485106729.000000,-349077750.000000,-349077750.000000,-349077750.000000,6136028979.000000,6485106729.000000,6488774225.000000,-3667496.000000,,6485106729.000000,6136028979.000000,6139696475.000000,-3667496.000000,,6136028979.000000
12M 2017,51132153665.000000,-37097326434.000000,14034827231.000000,-17234825539.000000,,,,-17234825539.000000,-3199998308.000000,5595174282.000000,-136426487.000000,,-1960529005.000000,7692129774.000000,5595174282.000000,2395175974.000000,-2263381137.000000,-825677250.000000,-51428079.000000,-1386275808.000000,,-2263381137.000000,131794837.000000,,131794837.000000,-151425750.000000,-151425750.000000,-151425750.000000,-19630913.000000,131794837.000000,709029635.000000,-577234798.000000,,131794837.000000,-19630913.000000,557603885.000000,-577234798.000000,,-19630913.000000
12M 2018,31315447390.000000,-26304791965.000000,5010655425.000000,-31314277121.000000,,,,-31314277121.000000,-26303621696.000000,-7313302237.000000,-6857813433.000000,,2007143795.000000,-2462632599.000000,-7313302237.000000,-33616923933.000000,1439006521.000000,,2171424493.000000,-732417972.000000,,1439006521.000000,-32177917412.000000,,-32177917412.000000,254766750.000000,254766750.000000,254766750.000000,-31923150662.000000,-32177917412.000000,-29692139627.000000,-2485777785.000000,,-32177917412.000000,-31923150662.000000,-29437372877.000000,-2485777785.000000,,-31923150662.000000
12M 2019,67878628042.000000,-56615003697.000000,11263624345.000000,-19161030761.000000,,,,-19161030761.000000,-7897406416.000000,-454769118.000000,-3655604839.000000,,714864730.000000,2485970991.000000,-454769118.000000,-8352175534.000000,-906037099.000000,,242880259.000000,-1148917358.000000,,-906037099.000000,-9258212633.000000,,-9258212633.000000,10564956.000000,10564956.000000,10564956.000000,-9247647677.000000,-9258212633.000000,-7381638515.000000,-1876574118.000000,,-9258212633.000000,-9247647677.000000,-7371073559.000000,-1876574118.000000,,-9247647677.000000
12M 2020,85537603294.000000,-52261142676.000000,33276460618.000000,-14592431039.000000,,,,-14592431039.000000,18684029579.000000,-3249688193.000000,-3340747048.000000,,-3741671019.000000,3832729874.000000,-3249688193.000000,15434341386.000000,-2987938781.000000,-180893240.000000,-130396161.000000,-2676649380.000000,,-2987938781.000000,12446402605.000000,,12446402605.000000,493758229.000000,493758229.000000,493758229.000000,12940160834.000000,12446402605.000000,3007554407.000000,9438848198.000000,,12446402605.000000,12940160834.000000,3501312636.000000,9438848198.000000,,12940160834.000000
12M 2021,83521161705.000000,-51199074674.000000,32322087031.000000,-14337201578.000000,-14337201578.000000,,,-14337201578.000000,17984885453.000000,3687368690.000000,-3079618889.000000,,3875161065.000000,2891826514.000000,3687368690.000000,21672254143.000000,-1861747813.000000,-200667940.000000,326728136.000000,-1987808009.000000,,-1861747813.000000,19810506330.000000,,19810506330.000000,81306341.000000,81306341.000000,81306341.000000,19891812671.000000,19810506330.000000,9913055012.000000,9897451318.000000,,19810506330.000000,19891812671.000000,9994361353.000000,9897451318.000000,,19891812671.000000
12M 2022,80804762931.000000,-47430287534.000000,33374475397.000000,-13117364838.000000,-13117364838.000000,,,-13117364838.000000,20257110559.000000,8672054699.000000,-1913626552.000000,,5755360127.000000,4830321124.000000,8672054699.000000,28929165258.000000,-5309268205.000000,-223033360.000000,-2849587394.000000,-2236647451.000000,,-5309268205.000000,23619897053.000000,,23619897053.000000,-149854873.000000,-149854873.000000,-149854873.000000,23470042180.000000,23619897053.000000,12106118296.000000,11513778757.000000,,23619897053.000000,23470042180.000000,11956263423.000000,11513778757.000000,,23470042180.000000
12M 2023,55985137786.000000,-34040065673.000000,21945072113.000000,-19302478408.000000,-19302478408.000000,,,-19302478408.000000,2642593705.000000,4284251572.000000,-2297733585.000000,,493931004.000000,6088054153.000000,4284251572.000000,6926845277.000000,-1520586603.000000,-261260503.000000,-65394076.000000,-1193932024.000000,,-1520586603.000000,5406258674.000000,,5406258674.000000,187202718.000000,187202718.000000,187202718.000000,5593461392.000000,5406258674.000000,1295600291.000000,4110658383.000000,,5406258674.000000,5593461392.000000,1482803009.000000,4110658383.000000,,5593461392.000000
12M 2024,83395780765.000000,-38897313046.000000,44498467719.000000,-31911853832.000000,-31911853832.000000,,,-31911853832.000000,12586613887.000000,3687604166.000000,-2235998708.000000,,510902610.000000,5412700264.000000,3687604166.000000,16274218053.000000,-2524055590.000000,,-577369791.000000,-1946685799.000000,,-2524055590.000000,13750162463.000000,,13750162463.000000,201817665.000000,201817665.000000,201817665.000000,13951980128.000000,13750162463.000000,6663991718.000000,7086170745.000000,,13750162463.000000,13951980128.000000,6865809383.000000,7086170745.000000,,13951980128.000000
