Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,1154556.64,0.00,1154556.64,299 B,,299 B,(112 B),747 B
12M 2013,3.99,175.03,3.99,175.03,,,,"(1,349 B)","2,042 B"
12M 2014,3.48,175.64,3.60,169.55,,,,(865 B),"1,679 B"
12M 2015,3.18,173.22,3.29,167.13,,,,(837 B),"1,523 B"
12M 2016,2.83,183.86,2.93,177.77,,,,(997 B),"1,578 B"
12M 2017,2.83,193.06,2.92,186.97,,,,(903 B),"1,420 B"
12M 2018,4.34,193.51,4.48,187.42,,,,(806 B),"1,179 B"
12M 2019,6.25,204.31,6.44,198.22,,,,(865 B),"1,300 B"
12M 2020,7.50,107.39,7.71,104.35,,,,"(1,032 B)","1,492 B"
12M 2021,7.48,115.71,7.68,112.66,,,,"(1,082 B)","1,701 B"
12M 2022,6.46,116.85,6.63,113.80,,,,(923 B),"1,653 B"
12M 2023,4.65,112.86,4.78,109.82,,,,(830 B),"1,605 B"
12M 2024,5.07,116.26,5.21,113.22,,,,(856 B),"1,792 B"
