Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Piutang Pihak Berelasi,Tanaman Belum Menghasilkan,Aset Tetap,Deposito Berjangka,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Telah Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,96055895967.000000,64745242474.000000,562823627.000000,4100000000.000000,181147803292.000000,2844054600.000000,349455819960.000000,,3573606431.000000,,2159534886.000000,282157452287.000000,3873100000.000000,648470000.000000,11928741844.000000,304340905448.000000,653796725408.000000,,,329735955102.000000,282810265046.000000,,2281092171.000000,,2281092171.000000,,,1116114784.000000,1116114784.000000,3669392864.000000,12473735160.000000,,,579945446.000000,144168512.000000,,724113958.000000,26661241119.000000,329735955102.000000,43775429923.000000,,,,63815921.000000,,63815921.000000,,,,,43711614002.000000,43775429923.000000,373511385025.000000,,252000000000.000000,52681380953.000000,-104467522560.000000,,,-104467522560.000000,75712559315.000000,4358922675.000000,280285340383.000000,653796725408.000000,1440000000.000000
12M 2017,,,49969776757.000000,94365538924.000000,209437031.000000,,237836194381.000000,4660882398.000000,387041829491.000000,,6610297738.000000,,2373913886.000000,269910638722.000000,3898300000.000000,486352500.000000,20658534712.000000,303938037558.000000,690979867049.000000,,,333943794875.000000,278076429216.000000,,2166294833.000000,,2166294833.000000,,200000000.000000,9874439432.000000,10074439432.000000,4736947774.000000,7931232903.000000,,,,489933104.000000,,489933104.000000,30468517613.000000,333943794875.000000,57550750806.000000,,,,586494842.000000,,586494842.000000,,,,,56964255964.000000,57550750806.000000,391494545681.000000,,252000000000.000000,52681380953.000000,-83329513914.000000,,,-83329513914.000000,78430862550.000000,-297408221.000000,299485321368.000000,690979867049.000000,1440000000.000000
12M 2018,,,56321066889.000000,92099462989.000000,2287509119.000000,,213814837421.000000,4544968489.000000,369067844907.000000,,7117155367.000000,,,268384275903.000000,,324235000.000000,52763889474.000000,328589555744.000000,697657400651.000000,,,338931665859.000000,317113901822.000000,,4249892078.000000,,4249892078.000000,,,1608758048.000000,1608758048.000000,5489902306.000000,9352988694.000000,,135249270.000000,,629019018.000000,,764268288.000000,351954623.000000,338931665859.000000,115828605139.000000,,32708979108.000000,,293440324.000000,,33002419432.000000,,,,,82826185707.000000,115828605139.000000,454760270998.000000,,252000000000.000000,52681380953.000000,-145535666539.000000,,,-145535666539.000000,79812243250.000000,3939171989.000000,242897129653.000000,697657400651.000000,1440000000.000000
12M 2019,,,40265813238.000000,71799675436.000000,179827870.000000,,167177342163.000000,6262281152.000000,285684939859.000000,,10143405131.000000,,,450070227177.000000,,162117500.000000,17431630585.000000,477807380393.000000,763492320252.000000,,,378030544728.000000,313078734324.000000,,2442861874.000000,,2442861874.000000,,,2960236594.000000,2960236594.000000,7905648410.000000,10656697674.000000,,14759551708.000000,212571141.000000,637502665.000000,,15609625514.000000,25376740338.000000,378030544728.000000,209498286718.000000,,139043550668.000000,93957118.000000,930905045.000000,,140068412831.000000,,,,,69429873887.000000,209498286718.000000,587528831446.000000,,252000000000.000000,52681380953.000000,-192893888909.000000,,,-192893888909.000000,62298061364.000000,1877935398.000000,175963488806.000000,763492320252.000000,1440000000.000000
12M 2020,,,14654956232.000000,77250794160.000000,137958899.000000,,182218448859.000000,9433449908.000000,283695608058.000000,,8546369319.000000,431473582.000000,,455525868085.000000,,,17176220739.000000,481679931725.000000,765375539783.000000,,,368958625142.000000,215728167103.000000,,21409174825.000000,,21409174825.000000,,,3886374083.000000,3886374083.000000,17580317903.000000,8580166384.000000,,77970079601.000000,95911158.000000,,636005463.000000,78701996222.000000,23072428622.000000,368958625142.000000,276265373744.000000,,197747738446.000000,,,294899580.000000,198042638026.000000,,,,,78222735718.000000,276265373744.000000,645223998886.000000,,252000000000.000000,52681380953.000000,-254908784410.000000,,,-254908784410.000000,71307216853.000000,-928272499.000000,120151540897.000000,765375539783.000000,1440000000.000000
12M 2021,,,29564290172.000000,44300864978.000000,135586204.000000,,147232728603.000000,12014270157.000000,233247740114.000000,,5445731985.000000,,,447585994787.000000,,,22615317999.000000,475647044771.000000,708894784885.000000,,,405642674924.000000,226476268654.000000,,12555482293.000000,,12555482293.000000,,,54662900079.000000,54662900079.000000,23900229352.000000,7767188568.000000,,53524884996.000000,,,1625146635.000000,55150031631.000000,25130574347.000000,405642674924.000000,254534607649.000000,,195185273725.000000,,,1561418751.000000,196746692476.000000,,,,,57787915173.000000,254534607649.000000,660177282573.000000,,252000000000.000000,52681380953.000000,-341779154397.000000,,,-341779154397.000000,78816344136.000000,6998931620.000000,48717502312.000000,708894784885.000000,1440000000.000000
12M 2022,,,27151464000.000000,46757105000.000000,132462000.000000,,130828618000.000000,17178605000.000000,222048254000.000000,,14243405000.000000,,,437403489000.000000,,,31925019000.000000,483571913000.000000,705620167000.000000,,,431502357000.000000,21192719000.000000,,22842708000.000000,,22842708000.000000,,,71880605000.000000,71880605000.000000,27993487000.000000,4204500000.000000,,256174180000.000000,,,1613699000.000000,257787879000.000000,25600459000.000000,431502357000.000000,234997094000.000000,,190288327000.000000,,,249474000.000000,190537801000.000000,,,,,44459293000.000000,234997094000.000000,666499451000.000000,,252000000000.000000,52681381000.000000,-376596496000.000000,,,-376596496000.000000,101819965000.000000,9215866000.000000,39120716000.000000,705620167000.000000,1440000000.000000
12M 2023,,,3668460928.000000,5070172212.000000,134823504.000000,,7566952797.000000,842885924.000000,17283295365.000000,,,,,131433211755.000000,,,3256946514.000000,134690158269.000000,151973453634.000000,,,78816832618.000000,,,124207873.000000,,124207873.000000,,39439891890.000000,1217981601.000000,40657873491.000000,18245831734.000000,594998915.000000,,,,,,,19193920605.000000,78816832618.000000,7074409086.000000,,,,,,,,,,,7074409086.000000,7074409086.000000,85891241704.000000,,252000000000.000000,53293498409.000000,-249235481082.000000,,,-249235481082.000000,,10024194603.000000,66082211930.000000,151973453634.000000,1440000000.000000
12M 2024,,,1806897330.000000,9457496250.000000,7022710.000000,,6387113060.000000,317225640.000000,17975754990.000000,,,,,125107564565.000000,,,3280866714.000000,128388431279.000000,146364186269.000000,,,79694492867.000000,,,4450656623.000000,,4450656623.000000,,57514257597.000000,176292453.000000,57690550050.000000,16645830432.000000,907455762.000000,,,,,,,,79694492867.000000,20173452458.000000,,,,,,,,,,,20173452458.000000,20173452458.000000,99867945325.000000,,252000000000.000000,53293498409.000000,-269772337948.000000,,,-269772337948.000000,,10975080483.000000,46496240944.000000,146364186269.000000,1440000000.000000
