Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Adjustment,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,932905806441.000000,-814620861786.000000,118284944655.000000,-114278994731.000000,-17434620438.000000,-105630877342.000000,,8786503049.000000,-114278994731.000000,4005949924.000000,-14125510990.000000,1099707461.000000,-15024667341.000000,,-200551110.000000,-14125510990.000000,-10119561066.000000,-26542617206.000000,-36662178272.000000,-4406163511.000000,-41068341783.000000,-36662178272.000000,-46591941919.000000,9929763647.000000,-36662178272.000000,-41068341783.000000,-49912927257.000000,8844585474.000000,-41068341783.000000
12M 2017,1399580416996.000000,-1204486947065.000000,195093469931.000000,-124786206337.000000,-17129269596.000000,-107503163905.000000,,-153772836.000000,-124786206337.000000,70307263594.000000,-16638699821.000000,1534285635.000000,-17892459634.000000,,-280525822.000000,-16638699821.000000,53668563773.000000,-21517999438.000000,32150564335.000000,-5795686550.000000,26354877785.000000,32150564335.000000,21138008646.000000,11012555689.000000,32150564335.000000,26354877785.000000,16481677750.000000,9873200035.000000,26354877785.000000
12M 2018,1334070483011.000000,-1187091634641.000000,146978848370.000000,-149488389740.000000,-17654476268.000000,-116968185254.000000,,-14865728218.000000,-149488389740.000000,-2509541370.000000,-19252040235.000000,1100862630.000000,-20199270709.000000,,-153632156.000000,-19252040235.000000,-21761581605.000000,-24837844983.000000,-46599426588.000000,5335210923.000000,-41264215665.000000,-46599426588.000000,-62230070558.000000,15630643970.000000,-46599426588.000000,-41264215665.000000,-57993490348.000000,16729274683.000000,-41264215665.000000
12M 2019,1224283552949.000000,-1061531948922.000000,162751604027.000000,-129750231532.000000,-19516036975.000000,-121677892042.000000,,11443697485.000000,-129750231532.000000,33001372495.000000,-28660257767.000000,580264885.000000,-29103052884.000000,,-137469768.000000,-28660257767.000000,4341114728.000000,-30103688612.000000,-25762573884.000000,-2609507888.000000,-28372081772.000000,-25762573884.000000,-47358222370.000000,21595648486.000000,-25762573884.000000,-28372081772.000000,-49419458961.000000,21047377189.000000,-28372081772.000000
12M 2020,895456045999.000000,-768310868739.000000,127145177260.000000,-134183793428.000000,-16066756011.000000,-113932206334.000000,,-4184831083.000000,-134183793428.000000,-7038616168.000000,-26267659073.000000,122178482.000000,-26360517014.000000,,-29320541.000000,-26267659073.000000,-33306275241.000000,-18998548786.000000,-52304824027.000000,-3507123882.000000,-55811947909.000000,-52304824027.000000,-62014895501.000000,9710071474.000000,-52304824027.000000,-55811947909.000000,-64821103398.000000,9009155489.000000,-55811947909.000000
12M 2021,868091474069.000000,-814178328443.000000,53913145626.000000,-101084887101.000000,-16394036125.000000,-96490596650.000000,,11799745674.000000,-101084887101.000000,-47171741475.000000,-21840887131.000000,60331188.000000,-21882099679.000000,,-19118640.000000,-21840887131.000000,-69012628606.000000,-12169436384.000000,-81182064990.000000,9748026405.000000,-71434038585.000000,-81182064990.000000,-86870369987.000000,5688304997.000000,-81182064990.000000,-71434038585.000000,-78943165868.000000,7509127283.000000,-71434038585.000000
12M 2022,638377010000.000000,-514582803000.000000,123794207000.000000,-138350134000.000000,-18989950000.000000,-109283770000.000000,,-10076414000.000000,-138350134000.000000,-14555927000.000000,-21596402000.000000,103388000.000000,-21688045000.000000,,-11745000.000000,-21596402000.000000,-36152329000.000000,10317364000.000000,-25834965000.000000,4191953000.000000,-21643012000.000000,-25834965000.000000,-41283890000.000000,15448925000.000000,-25834965000.000000,-21643012000.000000,-37975955000.000000,16332943000.000000,-21643012000.000000
12M 2023,266131773827.000000,-202405199932.000000,63726573895.000000,105864801380.000000,-10622392018.000000,-97073977632.000000,,213561171030.000000,105864801380.000000,169591375275.000000,-19042736598.000000,102091676.000000,-19144828274.000000,,,-19042736598.000000,150548638677.000000,-7151214943.000000,143397423734.000000,3454200471.000000,146851624205.000000,143397423734.000000,143397423734.000000,,143397423734.000000,146851624205.000000,146851624205.000000,,146851624205.000000
12M 2024,44595846800.000000,-40378033867.000000,4217812933.000000,-24762807296.000000,-391403337.000000,-30161680592.000000,,5790276633.000000,-24762807296.000000,-20544994363.000000,8137497.000000,9000042.000000,-862545.000000,,,8137497.000000,-20536856866.000000,,-20536856866.000000,950885880.000000,-19585970986.000000,-20536856866.000000,-20536856866.000000,,-20536856866.000000,-19585970986.000000,-19585970986.000000,,-19585970986.000000
