Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(37 B),(128 B),(165 B),-47956.13
12M 2020,(117 B),(102 B),(218 B),-50.65
12M 2021,2 B,(72 B),(70 B),-16.25
12M 2022,1 B,(0 B),0 B,0.09
12M 2023,23 B,(66 B),(44 B),-9.95
12M 2024,28 B,(28 B),(0 B),-0.07
