Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(1 B),(1 B),(2 B),-1.74
12M 2020,(5 B),(1 B),(6 B),-4.79
12M 2021,(0 B),(1 B),(1 B),-0.08
12M 2022,(2 B),(0 B),(2 B),-1.42
