Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,2.88,2.87,0.0,1.61,0.0,0.0,-0.65,0.0,0.62
12M 2020,9.21,9.21,0.0,1.23,0.0,0.0,-0.83,0.0,0.23
12M 2021,23.98,23.97,0.0,1.12,0.0,0.0,-0.64,0.0,0.14
12M 2022,13.98,13.98,0.0,1.1,0.0,0.0,-0.58,0.0,0.13
