Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,1.26 B,2.34,0.00,0.00,2.95 B,11.34%,18.28%,22.63%,4.51
12M 2020,1.26 B,1.32,606.06,46.63,3.32 B,2.55%,3.12%,6.12%,14.19
12M 2021,1.26 B,4.72,1440.68,362.24,6.26 B,8.92%,9.96%,7.95%,169.43
12M 2022,1.26 B,2.57,1556.42,262.27,4.45 B,4.34%,4.77%,4.88%,160.99
