Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,252328602.73,0.00,252328602.73,19 B,9 B,27 B,4 B,16 B
12M 2019,0.64,78.44,0.64,78.44,19 B,24 B,43 B,19 B,73 B
12M 2020,0.65,77.15,0.65,77.15,9 B,19 B,27 B,18 B,52 B
12M 2021,0.66,75.60,0.66,75.60,,19 B,19 B,18 B,49 B
