Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(12 B),(160 B),(171 B),-342468913.61
12M 2019,(48 B),(28 B),(76 B),-31.34
12M 2020,1 B,,1 B,0.21
12M 2021,(1 B),,(1 B),-0.29
