Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tak Berwujud,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1766051113.000000,190795000.000000,,190795000.000000,190795000.000000,4334715299.000000,4244811799.000000,89903500.000000,4334715299.000000,60125193.000000,,6351686605.000000,,103337432.000000,,19380542.000000,,122717974.000000,6474404579.000000,,,344213428.000000,,,,,,,176837044.000000,9300000.000000,186137044.000000,142606407.000000,15469977.000000,,344213428.000000,413349726.000000,413349726.000000,413349726.000000,757563154.000000,,1250000000.000000,,3958297388.000000,,,3958297388.000000,535502797.000000,-26958760.000000,5716841425.000000,6474404579.000000,12500.000000
12M 2020,,,9657303253.000000,3106137227.000000,2639597477.000000,466539750.000000,3106137227.000000,1930393427.000000,1930393427.000000,,1930393427.000000,2471723810.000000,501609617.000000,17667167334.000000,,44405723.000000,13128125000.000000,75763825.000000,55000000.000000,13303294548.000000,30970461882.000000,,,11656699175.000000,7400000000.000000,,,710996503.000000,710996503.000000,,1560000000.000000,600000000.000000,2160000000.000000,630611352.000000,755091320.000000,,11656699175.000000,145478321.000000,145478321.000000,145478321.000000,11802177496.000000,,15000000000.000000,,3895191127.000000,,,3895191127.000000,,273093259.000000,19168284386.000000,30970461882.000000,750000000.000000
12M 2021,,,6544397027.000000,13493042361.000000,,13493042361.000000,13493042361.000000,16940304735.000000,9477158865.000000,7463145870.000000,16940304735.000000,3354466500.000000,149108400.000000,40481319023.000000,,226463110.000000,10334375004.000000,1100126548.000000,51700000.000000,11712664662.000000,52193983685.000000,,,22598599854.000000,999586075.000000,,1898763900.000000,13221608036.000000,15120371936.000000,,2603825127.000000,1772343969.000000,4376169096.000000,4030428.000000,1920243118.000000,178199201.000000,22598599854.000000,1010693130.000000,1010693130.000000,1010693130.000000,23609292984.000000,,15000000000.000000,3000000000.000000,10573035038.000000,,,10573035038.000000,,11655663.000000,28584690701.000000,52193983685.000000,750000000.000000
12M 2022,,,5891386360.000000,35330936175.000000,299432568.000000,35031503607.000000,35330936175.000000,923980178.000000,592874227.000000,331105951.000000,923980178.000000,7346185981.000000,4375528908.000000,53868017602.000000,,658183107.000000,19511471015.000000,1097713256.000000,10607688660.000000,31875056038.000000,85743073640.000000,,,21162037826.000000,4797306371.000000,,,8795411970.000000,8795411970.000000,,,2380075180.000000,2380075180.000000,493300579.000000,4459220285.000000,236723441.000000,21162037826.000000,2087611630.000000,2087611630.000000,2087611630.000000,23249649456.000000,,44000000000.000000,,18908202982.000000,1000000000.000000,17908202982.000000,18908202982.000000,,-414778798.000000,62493424184.000000,85743073640.000000,2200000000.000000
12M 2023,,,41294212199.000000,54254838014.000000,,54254838014.000000,54254838014.000000,2431995661.000000,1980000000.000000,451995661.000000,2431995661.000000,26530597950.000000,21597369923.000000,146109013747.000000,,900678871.000000,27145426052.000000,43981639821.000000,29024444548.000000,101052189292.000000,247161203039.000000,,,14962671370.000000,,,,3982852181.000000,3982852181.000000,,,1032168257.000000,1032168257.000000,1003134933.000000,4658740414.000000,4285775585.000000,14962671370.000000,21025755690.000000,21025755690.000000,21025755690.000000,35988427060.000000,,59000000000.000000,114853424867.000000,36986097140.000000,11800000000.000000,25186097140.000000,36986097140.000000,,333253972.000000,211172775979.000000,247161203039.000000,2950000000.000000
12M 2024,,,5134673575.000000,51720483583.000000,,51720483583.000000,51720483583.000000,295988407.000000,,295988407.000000,295988407.000000,30942985723.000000,25080387230.000000,113174518518.000000,,1112241143.000000,81308766573.000000,44989086308.000000,42636317624.000000,170046411648.000000,283220930166.000000,,,45078001032.000000,24962126083.000000,,,5591530921.000000,5591530921.000000,,,3134094046.000000,3134094046.000000,1528510470.000000,5008322180.000000,4853417332.000000,45078001032.000000,18401679604.000000,18401679604.000000,18401679604.000000,63479680636.000000,,59000000000.000000,114853424867.000000,39437503802.000000,22600000000.000000,16837503802.000000,39437503802.000000,5470587036.000000,979733825.000000,219741249530.000000,283220930166.000000,2950000000.000000
