Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(0 B),,(0 B),-602917.90
12M 2021,1 B,(5 B),(4 B),-204461.46
12M 2022,(16 B),(7 B),(23 B),-381.03
12M 2023,23 B,(6 B),18 B,21.88
12M 2024,7 B,(17 B),(10 B),-12.69
