Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.01,0.01,-0.0,-1.05,-0.0,0.0,0.01,0.0,-2.05
12M 2021,1.02,0.3,1.28,5.39,0.0,0.0,0.89,0.24,4.39
12M 2022,1.54,1.01,0.8,3.36,0.0,0.0,0.79,0.24,2.36
12M 2023,2.62,2.04,0.22,1.91,0.0,0.0,-0.38,0.12,0.91
12M 2024,2.07,0.94,0.2,1.82,0.0,0.0,-0.08,0.11,0.82
