Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,,,,-571503270.000000,,-571503270.000000,-571503270.000000,-571503270.000000,-63338223.000000,-63341667.000000,3444.000000,-63338223.000000,-634841493.000000,10087460.000000,,10087460.000000,10087460.000000,-624754033.000000,,,,-624754033.000000,-624754033.000000,-624754033.000000,,-624754033.000000,-624754033.000000,-624754033.000000,,-624754033.000000
12M 2021,66456477200.000000,-56437157207.000000,10019319993.000000,-2335389000.000000,-900000000.000000,-1435389000.000000,-2335389000.000000,7683930993.000000,-1096655403.000000,-1089714735.000000,-6940668.000000,-1096655403.000000,6587275590.000000,-1529987634.000000,-1546953079.000000,16965445.000000,-1529987634.000000,5057287956.000000,4423882.000000,,4423882.000000,5061711838.000000,5057287956.000000,5057287956.000000,,5057287956.000000,5061711838.000000,5061711838.000000,,5061711838.000000
12M 2022,147383062420.000000,-126846434647.000000,20536627773.000000,-4795254066.000000,-602319910.000000,-4192934156.000000,-4795254066.000000,15741373707.000000,-3335003075.000000,-3290041013.000000,-44962062.000000,-3335003075.000000,12406370632.000000,-3090879877.000000,-3144500480.000000,53620603.000000,-3090879877.000000,9315490755.000000,30071721.000000,30071721.000000,30071721.000000,9345562476.000000,9315490755.000000,9315490755.000000,,9315490755.000000,9345562476.000000,9345562476.000000,,9345562476.000000
12M 2023,327048654911.000000,-297933213831.000000,29115441080.000000,-11096968305.000000,-509502375.000000,-10587465930.000000,-11096968305.000000,18018472775.000000,-2194116743.000000,-2086534379.000000,-107582364.000000,-2194116743.000000,15824356032.000000,-3518033117.000000,-3596998680.000000,78965563.000000,-3518033117.000000,12306322915.000000,25231622.000000,25231622.000000,25231622.000000,12331554537.000000,12306322915.000000,12306322915.000000,,12306322915.000000,12331554537.000000,12331554537.000000,,12331554537.000000
12M 2024,197222283012.000000,-176705117426.000000,20517165586.000000,-8291661887.000000,-462988560.000000,-7828673327.000000,-8291661887.000000,12225503699.000000,-254210842.000000,-2345821259.000000,2091610417.000000,-254210842.000000,11971292857.000000,-3852042341.000000,-3262457890.000000,-589584451.000000,-3852042341.000000,8119250516.000000,79465920.000000,79465920.000000,79465920.000000,8198716436.000000,8119250516.000000,8119250516.000000,,8119250516.000000,8198716436.000000,8198716436.000000,,8198716436.000000
