Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Lembaga Keuangan Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,3360667.000000,,,,,,,,1347254.000000,4707921.000000,,,10087460.000000,576775531.000000,586862991.000000,591570912.000000,,,316353060.000000,,,,,54014802.000000,54014802.000000,2169999.000000,47616060.000000,,,,212552199.000000,212552199.000000,,316353060.000000,839971885.000000,,547111408.000000,547111408.000000,,,,266942282.000000,266942282.000000,25918195.000000,839971885.000000,1156324945.000000,,60000000.000000,,-624754033.000000,,-624754033.000000,-624754033.000000,,,-564754033.000000,591570912.000000,600.000000
12M 2021,,,2503488151.000000,2964464525.000000,2964464525.000000,2964464525.000000,,,,14275381492.000000,555324980.000000,20298659148.000000,,12767804199.000000,25805144.000000,1912310613.000000,14705919956.000000,35004579104.000000,,,19821862563.000000,,12425019535.000000,12425019535.000000,,58721310.000000,58721310.000000,294355132.000000,574656129.000000,2000000000.000000,,3613001507.000000,856108950.000000,4469110457.000000,,19821862563.000000,8685758735.000000,,5182617089.000000,5182617089.000000,,,2703686465.000000,728071395.000000,3431757860.000000,71383786.000000,8685758735.000000,28507621298.000000,,2060000000.000000,,4432533924.000000,206000000.000000,4226533924.000000,4432533924.000000,,4423882.000000,6496957806.000000,35004579104.000000,20600.000000
12M 2022,,,97720586.000000,17122142682.000000,17122142682.000000,17122142682.000000,,,,13740816725.000000,8715096184.000000,39675776177.000000,,20712490687.000000,70943979.000000,6299119220.000000,27082553886.000000,66758330063.000000,,,25778322458.000000,,1775432564.000000,1775432564.000000,,29766403.000000,29766403.000000,2686661402.000000,973759415.000000,11747713500.000000,,3250131065.000000,5314858109.000000,8564989174.000000,,25778322458.000000,21137487324.000000,,17720609602.000000,17720609602.000000,,,822187000.000000,2368852311.000000,3191039311.000000,225838411.000000,21137487324.000000,46915809782.000000,,6060000000.000000,,13748024678.000000,606000000.000000,13142024678.000000,13748024678.000000,,34495603.000000,19842520281.000000,66758330063.000000,60600000.000000
12M 2023,,,36190384983.000000,18548912585.000000,18548912585.000000,18548912585.000000,,,,18539433669.000000,10206751327.000000,83485482564.000000,,26501047646.000000,142792931.000000,3782529445.000000,30426370022.000000,113911852586.000000,,,31852283336.000000,,2957616603.000000,2957616603.000000,,598373075.000000,598373075.000000,1742307011.000000,356215024.000000,8631957668.000000,,1851617998.000000,149195957.000000,2000813955.000000,15565000000.000000,31852283336.000000,22313462084.000000,,19160337792.000000,19160337792.000000,,,2718901891.000000,,2718901891.000000,434222401.000000,22313462084.000000,54165745420.000000,,8060000000.000000,27433660806.000000,24192719135.000000,806000000.000000,23386719135.000000,24192719135.000000,,59727225.000000,59746107166.000000,113911852586.000000,806000000.000000
12M 2024,,,17824756782.000000,17610985866.000000,17610985866.000000,17610985866.000000,,,,42438096828.000000,,77873839476.000000,,37750158770.000000,,3773436606.000000,41523595376.000000,119397434852.000000,,,37575948068.000000,,24666977248.000000,24666977248.000000,,,,390826091.000000,436099094.000000,9968655437.000000,,1815947496.000000,297442702.000000,2113390198.000000,,37575948068.000000,16334678129.000000,,13988407048.000000,13988407048.000000,469204984.000000,,1083686393.000000,200347292.000000,1284033685.000000,593032412.000000,16334678129.000000,53910626197.000000,,8060000000.000000,27433660806.000000,29853954704.000000,1006000000.000000,28847954704.000000,29853954704.000000,,139193145.000000,65486808655.000000,119397434852.000000,806000000.000000
